
Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 654,current eyeGaze_left: Position (-0.1058481, 1.124407, 0.01758086), Orientation(0.2215585, -0.01196711, -0.01538046, 0.9749523), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 668,current eyeGaze_left: Position (-0.1058958, 1.12437, 0.01741416), Orientation(0.2228735, -0.01287004, -0.01557901, 0.9746379), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 682,current eyeGaze_left: Position (-0.1058958, 1.12437, 0.01741416), Orientation(0.2228735, -0.01287004, -0.01557901, 0.9746379), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 696,current eyeGaze_left: Position (-0.1059343, 1.124312, 0.0172869), Orientation(0.2231201, -0.01381171, -0.01573984, 0.974566), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 710,current eyeGaze_left: Position (-0.1059343, 1.124312, 0.0172869), Orientation(0.2231201, -0.01381171, -0.01573984, 0.974566), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 724,current eyeGaze_left: Position (-0.1059128, 1.124224, 0.01712226), Orientation(0.2221797, -0.01298685, -0.01549316, 0.9747962), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 737,current eyeGaze_left: Position (-0.1059128, 1.124224, 0.01712226), Orientation(0.2221797, -0.01298685, -0.01549316, 0.9747962), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 751,current eyeGaze_left: Position (-0.1059128, 1.124224, 0.01712226), Orientation(0.2221797, -0.01298685, -0.01549316, 0.9747962), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 765,current eyeGaze_left: Position (-0.1059091, 1.12414, 0.01697612), Orientation(0.221256, -0.01303912, -0.01543455, 0.9750065), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 779,current eyeGaze_left: Position (-0.1059091, 1.12414, 0.01697612), Orientation(0.221256, -0.01303912, -0.01543455, 0.9750065), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 807,current eyeGaze_left: Position (-0.1059249, 1.124102, 0.01693245), Orientation(0.2208246, -0.01319718, -0.01546568, 0.9751016), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 818,current eyeGaze_left: Position (-0.1059249, 1.124102, 0.01693245), Orientation(0.2208246, -0.01319718, -0.01546568, 0.9751016), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 832,current eyeGaze_left: Position (-0.1059685, 1.124018, 0.01680821), Orientation(0.2259622, -0.01365715, -0.0155035, 0.9739171), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 845,current eyeGaze_left: Position (-0.1059685, 1.124018, 0.01680821), Orientation(0.2259622, -0.01365715, -0.0155035, 0.9739171), Confidence: 0.5

Timestamp: 11/2/2024 5:15:42 PM, Millisecond: 860,current eyeGaze_left: Position (-0.1059938, 1.123897, 0.01656276), Orientation(0.2254487, -0.01366264, -0.0154419, 0.9740369), Confidence: 0.5

