Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 770,current eyeGaze_left: Position (-0.006148636, 1.080785, 0.0595683), Orientation(0.1360416, 0.01861705, -0.01514257, 0.9904125), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 783,current eyeGaze_left: Position (-0.006163061, 1.080822, 0.05952721), Orientation(0.13622, 0.01931109, -0.01517831, 0.9903741), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 798,current eyeGaze_left: Position (-0.006163061, 1.080822, 0.05952721), Orientation(0.13622, 0.01931109, -0.01517831, 0.9903741), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 811,current eyeGaze_left: Position (-0.006210271, 1.080895, 0.05951489), Orientation(0.1351292, 0.01866988, -0.01528568, 0.9905342), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 825,current eyeGaze_left: Position (-0.006210271, 1.080895, 0.05951489), Orientation(0.1351292, 0.01866988, -0.01528568, 0.9905342), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 839,current eyeGaze_left: Position (-0.006221794, 1.080885, 0.0594434), Orientation(0.1361417, 0.01725479, -0.01544966, 0.9904186), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 853,current eyeGaze_left: Position (-0.006221794, 1.080885, 0.0594434), Orientation(0.1361417, 0.01725479, -0.01544966, 0.9904186), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 867,current eyeGaze_left: Position (-0.006221794, 1.080885, 0.0594434), Orientation(0.1361417, 0.01725479, -0.01544966, 0.9904186), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 881,current eyeGaze_left: Position (-0.006233081, 1.080818, 0.05935031), Orientation(0.1383324, 0.01719003, -0.01545821, 0.990116), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 895,current eyeGaze_left: Position (-0.006233081, 1.080818, 0.05935031), Orientation(0.1383324, 0.01719003, -0.01545821, 0.990116), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 909,current eyeGaze_left: Position (-0.006271068, 1.080721, 0.05926884), Orientation(0.1380234, 0.0170984, -0.01550131, 0.99016), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 922,current eyeGaze_left: Position (-0.006271068, 1.080721, 0.05926884), Orientation(0.1380234, 0.0170984, -0.01550131, 0.99016), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 937,current eyeGaze_left: Position (-0.006288577, 1.080649, 0.05919322), Orientation(0.1368495, 0.01701396, -0.01563712, 0.9903224), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 950,current eyeGaze_left: Position (-0.006288577, 1.080649, 0.05919322), Orientation(0.1368495, 0.01701396, -0.01563712, 0.9903224), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 965,current eyeGaze_left: Position (-0.006288577, 1.080649, 0.05919322), Orientation(0.1368495, 0.01701396, -0.01563712, 0.9903224), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 978,current eyeGaze_left: Position (-0.006302796, 1.080598, 0.05913571), Orientation(0.1335614, 0.01593789, -0.01589062, 0.990785), Confidence: 0.5

Timestamp: 11/2/2024 5:53:08 PM, Millisecond: 991,current eyeGaze_left: Position (-0.006302796, 1.080598, 0.05913571), Orientation(0.1335614, 0.01593789, -0.01589062, 0.990785), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 6,current eyeGaze_left: Position (-0.006340727, 1.080601, 0.0590591), Orientation(0.1331008, -0.001252491, -0.01877427, 0.9909239), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 19,current eyeGaze_left: Position (-0.006340727, 1.080601, 0.0590591), Orientation(0.1331008, -0.001252491, -0.01877427, 0.9909239), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 33,current eyeGaze_left: Position (-0.006340727, 1.080601, 0.0590591), Orientation(0.1331008, -0.001252491, -0.01877427, 0.9909239), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 46,current eyeGaze_left: Position (-0.006393295, 1.080602, 0.05903518), Orientation(0.1238978, -0.001087337, -0.01876326, 0.9921169), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 60,current eyeGaze_left: Position (-0.006393295, 1.080602, 0.05903518), Orientation(0.1238978, -0.001087337, -0.01876326, 0.9921169), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 74,current eyeGaze_left: Position (-0.006446358, 1.080624, 0.05902891), Orientation(0.1017402, 0.00752176, -0.01743992, 0.9946296), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 87,current eyeGaze_left: Position (-0.006446358, 1.080624, 0.05902891), Orientation(0.1017402, 0.00752176, -0.01743992, 0.9946296), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 102,current eyeGaze_left: Position (-0.006446358, 1.080624, 0.05902891), Orientation(0.1017402, 0.00752176, -0.01743992, 0.9946296), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 116,current eyeGaze_left: Position (-0.006503448, 1.080629, 0.05904148), Orientation(0.1017442, 0.007652619, -0.01736572, 0.9946296), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 130,current eyeGaze_left: Position (-0.006503448, 1.080629, 0.05904148), Orientation(0.1017442, 0.007652619, -0.01736572, 0.9946296), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 143,current eyeGaze_left: Position (-0.006527767, 1.080629, 0.05906372), Orientation(0.1283277, 0.007127995, -0.01697818, 0.9915609), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 157,current eyeGaze_left: Position (-0.006527767, 1.080629, 0.05906372), Orientation(0.1283277, 0.007127995, -0.01697818, 0.9915609), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 171,current eyeGaze_left: Position (-0.006525047, 1.080608, 0.05909994), Orientation(0.1343383, 0.003627916, -0.01746004, 0.9907751), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 184,current eyeGaze_left: Position (-0.006525047, 1.080608, 0.05909994), Orientation(0.1343383, 0.003627916, -0.01746004, 0.9907751), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 199,current eyeGaze_left: Position (-0.006525047, 1.080608, 0.05909994), Orientation(0.1343383, 0.003627916, -0.01746004, 0.9907751), Confidence: 0.5

Timestamp: 11/2/2024 5:53:09 PM, Millisecond: 213,current eyeGaze_left: Position (-0.006484341, 1.080568, 0.05915622), Orientation(0.1343025, 0.003612345, -0.01748733, 0.9907796), Confidence: 0.5

