Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 470,current eyeGaze_left: Position (-0.1480558, 0.9906607, 0.2694355), Orientation(0.2275987, -0.06608621, 0.03521077, 0.9708715), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 483,current eyeGaze_left: Position (-0.1481337, 0.9907651, 0.2695057), Orientation(0.1641689, -0.06589096, 0.03568666, 0.9835818), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 496,current eyeGaze_left: Position (-0.1481337, 0.9907651, 0.2695057), Orientation(0.1641689, -0.06589096, 0.03568666, 0.9835818), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 512,current eyeGaze_left: Position (-0.148104, 0.9907882, 0.2695139), Orientation(0.1643538, -0.06590198, 0.03594715, 0.9835408), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 525,current eyeGaze_left: Position (-0.148104, 0.9907882, 0.2695139), Orientation(0.1643538, -0.06590198, 0.03594715, 0.9835408), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 538,current eyeGaze_left: Position (-0.148104, 0.9907882, 0.2695139), Orientation(0.1643538, -0.06590198, 0.03594715, 0.9835408), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 551,current eyeGaze_left: Position (-0.1480272, 0.9907163, 0.2694925), Orientation(0.1704022, -0.06971399, 0.03513976, 0.9822772), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 566,current eyeGaze_left: Position (-0.1480272, 0.9907163, 0.2694925), Orientation(0.1704022, -0.06971399, 0.03513976, 0.9822772), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 581,current eyeGaze_left: Position (-0.1479078, 0.9906394, 0.2694333), Orientation(0.1700619, -0.06992512, 0.03495415, 0.9823277), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 593,current eyeGaze_left: Position (-0.1479078, 0.9906394, 0.2694333), Orientation(0.1700619, -0.06992512, 0.03495415, 0.9823277), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 607,current eyeGaze_left: Position (-0.1479078, 0.9906394, 0.2694333), Orientation(0.1700619, -0.06992512, 0.03495415, 0.9823277), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 622,current eyeGaze_left: Position (-0.1478134, 0.9905733, 0.2693571), Orientation(0.1688895, -0.06923223, 0.03502436, 0.9825765), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 635,current eyeGaze_left: Position (-0.1478134, 0.9905733, 0.2693571), Orientation(0.1688895, -0.06923223, 0.03502436, 0.9825765), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 652,current eyeGaze_left: Position (-0.1477535, 0.9905683, 0.2693082), Orientation(0.1688197, -0.06917457, 0.03499063, 0.9825938), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 663,current eyeGaze_left: Position (-0.1477535, 0.9905683, 0.2693082), Orientation(0.1688197, -0.06917457, 0.03499063, 0.9825938), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 677,current eyeGaze_left: Position (-0.1477535, 0.9905683, 0.2693082), Orientation(0.1688197, -0.06917457, 0.03499063, 0.9825938), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 690,current eyeGaze_left: Position (-0.1477406, 0.9906107, 0.2692555), Orientation(0.1727413, -0.06902396, 0.03485158, 0.9819275), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 705,current eyeGaze_left: Position (-0.1477406, 0.9906107, 0.2692555), Orientation(0.1727413, -0.06902396, 0.03485158, 0.9819275), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 720,current eyeGaze_left: Position (-0.1477684, 0.9906654, 0.2691962), Orientation(0.1729323, -0.06888027, 0.03480782, 0.9819056), Confidence: 0.5

Timestamp: 11/2/2024 7:42:00 PM, Millisecond: 733,current eyeGaze_left: Position (-0.1477684, 0.9906654, 0.2691962), Orientation(0.1729323, -0.06888027, 0.03480782, 0.9819056), Confidence: 0.5

