Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 880,current eyeGaze_left: Position (0.1055902, 1.082053, 0.04656302), Orientation(0.1114062, 0.005271401, -0.01983686, 0.993563), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 893,current eyeGaze_left: Position (0.10556, 1.081999, 0.04651403), Orientation(0.1088877, 0.006788397, -0.01961583, 0.9938375), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 907,current eyeGaze_left: Position (0.10556, 1.081999, 0.04651403), Orientation(0.1088877, 0.006788397, -0.01961583, 0.9938375), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 921,current eyeGaze_left: Position (0.1055488, 1.081959, 0.04646879), Orientation(0.1086497, 0.006068886, -0.01965014, 0.9938674), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 935,current eyeGaze_left: Position (0.1055488, 1.081959, 0.04646879), Orientation(0.1086497, 0.006068886, -0.01965014, 0.9938674), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 949,current eyeGaze_left: Position (0.10557, 1.082051, 0.04638331), Orientation(0.1084679, 0.006072026, -0.0196343, 0.9938875), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 963,current eyeGaze_left: Position (0.10557, 1.082051, 0.04638331), Orientation(0.1084679, 0.006072026, -0.0196343, 0.9938875), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 977,current eyeGaze_left: Position (0.10557, 1.082051, 0.04638331), Orientation(0.1084679, 0.006072026, -0.0196343, 0.9938875), Confidence: 0.5

Timestamp: 11/24/2024 2:54:08 PM, Millisecond: 991,current eyeGaze_left: Position (0.1055754, 1.082047, 0.04636668), Orientation(0.1086796, 0.006104869, -0.01967399, 0.9938634), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 5,current eyeGaze_left: Position (0.1055754, 1.082047, 0.04636668), Orientation(0.1086796, 0.006104869, -0.01967399, 0.9938634), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 19,current eyeGaze_left: Position (0.1055685, 1.082043, 0.04637406), Orientation(0.1086936, 0.007649936, -0.019592, 0.9938529), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 33,current eyeGaze_left: Position (0.1055685, 1.082043, 0.04637406), Orientation(0.1086936, 0.007649936, -0.019592, 0.9938529), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 47,current eyeGaze_left: Position (0.1055754, 1.081959, 0.04638572), Orientation(0.1159289, 0.03565544, -0.01710596, 0.9924699), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 61,current eyeGaze_left: Position (0.1055754, 1.081959, 0.04638572), Orientation(0.1159289, 0.03565544, -0.01710596, 0.9924699), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 75,current eyeGaze_left: Position (0.1055754, 1.081959, 0.04638572), Orientation(0.1159289, 0.03565544, -0.01710596, 0.9924699), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 88,current eyeGaze_left: Position (0.1055823, 1.081995, 0.04639581), Orientation(0.1161461, 0.03566903, -0.01709554, 0.9924442), Confidence: 0.5

Timestamp: 11/24/2024 2:54:09 PM, Millisecond: 103,current eyeGaze_left: Position (0.1055823, 1.081995, 0.04639581), Orientation(0.1161461, 0.03566903, -0.01709554, 0.9924442), Confidence: 0.5

