Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 557,current eyeGaze_left: Position (-0.05457106, 1.115997, 0.1248327), Orientation(0.1628938, 0.1505251, 0.01372606, 0.9749972), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 571,current eyeGaze_left: Position (-0.05473952, 1.115916, 0.1248472), Orientation(0.1594702, 0.1481414, 0.01321264, 0.9759349), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 585,current eyeGaze_left: Position (-0.05473952, 1.115916, 0.1248472), Orientation(0.1594702, 0.1481414, 0.01321264, 0.9759349), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 599,current eyeGaze_left: Position (-0.05488919, 1.11586, 0.1249751), Orientation(0.1591276, 0.1468756, 0.01323014, 0.9761819), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 613,current eyeGaze_left: Position (-0.05488919, 1.11586, 0.1249751), Orientation(0.1591276, 0.1468756, 0.01323014, 0.9761819), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 627,current eyeGaze_left: Position (-0.05488919, 1.11586, 0.1249751), Orientation(0.1591276, 0.1468756, 0.01323014, 0.9761819), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 641,current eyeGaze_left: Position (-0.05495169, 1.11579, 0.1250824), Orientation(0.1591415, 0.146925, 0.01333949, 0.9761707), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 655,current eyeGaze_left: Position (-0.05495169, 1.11579, 0.1250824), Orientation(0.1591415, 0.146925, 0.01333949, 0.9761707), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 669,current eyeGaze_left: Position (-0.05493453, 1.11573, 0.1251922), Orientation(0.1598317, 0.1468352, 0.01360505, 0.9760677), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 683,current eyeGaze_left: Position (-0.05493453, 1.11573, 0.1251922), Orientation(0.1598317, 0.1468352, 0.01360505, 0.9760677), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 698,current eyeGaze_left: Position (-0.05493453, 1.11573, 0.1251922), Orientation(0.1598317, 0.1468352, 0.01360505, 0.9760677), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 711,current eyeGaze_left: Position (-0.05486147, 1.115677, 0.1252458), Orientation(0.1599846, 0.1481642, 0.01404689, 0.9758356), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 725,current eyeGaze_left: Position (-0.05486147, 1.115677, 0.1252458), Orientation(0.1599846, 0.1481642, 0.01404689, 0.9758356), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 739,current eyeGaze_left: Position (-0.05472706, 1.115675, 0.1253416), Orientation(0.1587202, 0.1451489, 0.01363222, 0.9765008), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 753,current eyeGaze_left: Position (-0.05472706, 1.115675, 0.1253416), Orientation(0.1587202, 0.1451489, 0.01363222, 0.9765008), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 767,current eyeGaze_left: Position (-0.05454681, 1.115713, 0.1254087), Orientation(0.1564662, 0.1188555, 0.009380671, 0.980461), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 781,current eyeGaze_left: Position (-0.05454681, 1.115713, 0.1254087), Orientation(0.1564662, 0.1188555, 0.009380671, 0.980461), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 795,current eyeGaze_left: Position (-0.05454681, 1.115713, 0.1254087), Orientation(0.1564662, 0.1188555, 0.009380671, 0.980461), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 808,current eyeGaze_left: Position (-0.05437322, 1.115815, 0.1254359), Orientation(0.135707, -0.009551466, -0.01147943, 0.9906366), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 822,current eyeGaze_left: Position (-0.05437322, 1.115815, 0.1254359), Orientation(0.135707, -0.009551466, -0.01147943, 0.9906366), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 837,current eyeGaze_left: Position (-0.05418674, 1.115867, 0.1254396), Orientation(0.1317085, -0.01690825, -0.01267899, 0.9910633), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 850,current eyeGaze_left: Position (-0.05418674, 1.115867, 0.1254396), Orientation(0.1317085, -0.01690825, -0.01267899, 0.9910633), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 865,current eyeGaze_left: Position (-0.05405978, 1.115975, 0.1254105), Orientation(0.1310501, -0.01727673, -0.01285367, 0.9911417), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 878,current eyeGaze_left: Position (-0.05405978, 1.115975, 0.1254105), Orientation(0.1310501, -0.01727673, -0.01285367, 0.9911417), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 892,current eyeGaze_left: Position (-0.05405978, 1.115975, 0.1254105), Orientation(0.1310501, -0.01727673, -0.01285367, 0.9911417), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 906,current eyeGaze_left: Position (-0.05398815, 1.116083, 0.1253912), Orientation(0.1312112, -0.0163647, -0.01279929, 0.9911368), Confidence: 0.5

Timestamp: 11/2/2024 9:04:46 PM, Millisecond: 919,current eyeGaze_left: Position (-0.05398815, 1.116083, 0.1253912), Orientation(0.1312112, -0.0163647, -0.01279929, 0.9911368), Confidence: 0.5

