Timestamp: 11/24/2024 4:39:52 PM, Millisecond: 919,current eyeGaze_left: Position (-0.01081543, 1.114188, 0.1264848), Orientation(0.1147146, 0.004710823, -0.03180997, 0.992878), Confidence: 0.5

Timestamp: 11/24/2024 4:39:52 PM, Millisecond: 934,current eyeGaze_left: Position (-0.0107259, 1.114199, 0.126531), Orientation(0.1138683, 0.004609308, -0.03199276, 0.9929699), Confidence: 0.5

Timestamp: 11/24/2024 4:39:52 PM, Millisecond: 947,current eyeGaze_left: Position (-0.0107259, 1.114199, 0.126531), Orientation(0.1138683, 0.004609308, -0.03199276, 0.9929699), Confidence: 0.5

Timestamp: 11/24/2024 4:39:52 PM, Millisecond: 962,current eyeGaze_left: Position (-0.01066829, 1.11422, 0.1265754), Orientation(0.1159937, 0.005455294, -0.03185292, 0.9927241), Confidence: 0.5

Timestamp: 11/24/2024 4:39:52 PM, Millisecond: 975,current eyeGaze_left: Position (-0.01066829, 1.11422, 0.1265754), Orientation(0.1159937, 0.005455294, -0.03185292, 0.9927241), Confidence: 0.5

Timestamp: 11/24/2024 4:39:52 PM, Millisecond: 991,current eyeGaze_left: Position (-0.01066829, 1.11422, 0.1265754), Orientation(0.1159937, 0.005455294, -0.03185292, 0.9927241), Confidence: 0.5

Timestamp: 11/24/2024 4:39:53 PM, Millisecond: 3,current eyeGaze_left: Position (-0.0106483, 1.114231, 0.1266159), Orientation(0.1140645, 0.005420944, -0.03185399, 0.9929477), Confidence: 0.5

Timestamp: 11/24/2024 4:39:53 PM, Millisecond: 18,current eyeGaze_left: Position (-0.0106483, 1.114231, 0.1266159), Orientation(0.1140645, 0.005420944, -0.03185399, 0.9929477), Confidence: 0.5

Timestamp: 11/24/2024 4:39:53 PM, Millisecond: 32,current eyeGaze_left: Position (-0.01064863, 1.114265, 0.1266096), Orientation(0.1130069, -0.0001844726, -0.03255054, 0.9930608), Confidence: 0.5

Timestamp: 11/24/2024 4:39:53 PM, Millisecond: 45,current eyeGaze_left: Position (-0.01064863, 1.114265, 0.1266096), Orientation(0.1130069, -0.0001844726, -0.03255054, 0.9930608), Confidence: 0.5

