Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 189,current eyeGaze_left: Position (-0.04738059, 1.079961, 0.03535762), Orientation(0.05705738, 0.04248981, -0.04304229, 0.9965372), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 649,current eyeGaze_left: Position (-0.04269464, 1.081105, 0.0353983), Orientation(0.08633935, -0.01337149, -0.03232354, 0.9956516), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 660,current eyeGaze_left: Position (-0.04269464, 1.081105, 0.0353983), Orientation(0.08633935, -0.01337149, -0.03232354, 0.9956516), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 678,current eyeGaze_left: Position (-0.04289364, 1.081287, 0.03611141), Orientation(0.08499917, -0.01513721, -0.0318933, 0.9957554), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 697,current eyeGaze_left: Position (-0.04289364, 1.081287, 0.03611141), Orientation(0.08499917, -0.01513721, -0.0318933, 0.9957554), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 717,current eyeGaze_left: Position (-0.04298065, 1.081389, 0.03694852), Orientation(0.08430994, -0.01324822, -0.03157388, 0.9958511), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 735,current eyeGaze_left: Position (-0.04298065, 1.081389, 0.03694852), Orientation(0.08430994, -0.01324822, -0.03157388, 0.9958511), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 750,current eyeGaze_left: Position (-0.04305083, 1.08145, 0.03784018), Orientation(0.08309804, -0.01616855, -0.0318442, 0.9959013), Confidence: 0.5

Timestamp: 11/24/2024 7:21:59 PM, Millisecond: 768,current eyeGaze_left: Position (-0.04305083, 1.08145, 0.03784018), Orientation(0.08309804, -0.01616855, -0.0318442, 0.9959013), Confidence: 0.5

