Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 757,current eyeGaze_left: Position (0.009542763, 1.016323, 0.06311645), Orientation(0.1478861, -0.006615714, -0.0179121, 0.98882), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 771,current eyeGaze_left: Position (0.009586245, 1.01629, 0.06309232), Orientation(0.1476854, -0.005727525, -0.01784487, 0.9888568), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 785,current eyeGaze_left: Position (0.009586245, 1.01629, 0.06309232), Orientation(0.1476854, -0.005727525, -0.01784487, 0.9888568), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 800,current eyeGaze_left: Position (0.009627521, 1.016229, 0.06306588), Orientation(0.1459911, -0.005888674, -0.01781585, 0.989108), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 813,current eyeGaze_left: Position (0.009627521, 1.016229, 0.06306588), Orientation(0.1459911, -0.005888674, -0.01781585, 0.989108), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 828,current eyeGaze_left: Position (0.009627521, 1.016229, 0.06306588), Orientation(0.1459911, -0.005888674, -0.01781585, 0.989108), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 841,current eyeGaze_left: Position (0.009642698, 1.016264, 0.06308132), Orientation(0.1462031, -0.005890035, -0.01773004, 0.9890782), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 855,current eyeGaze_left: Position (0.009642698, 1.016264, 0.06308132), Orientation(0.1462031, -0.005890035, -0.01773004, 0.9890782), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 869,current eyeGaze_left: Position (0.009603083, 1.016341, 0.0631137), Orientation(0.1475537, -0.005773215, -0.01769109, 0.988879), Confidence: 0.5

Timestamp: 11/24/2024 2:21:02 PM, Millisecond: 883,current eyeGaze_left: Position (0.009603083, 1.016341, 0.0631137), Orientation(0.1475537, -0.005773215, -0.01769109, 0.988879), Confidence: 0.5

