
Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 131,current eyeGaze_left: Position (0.03843677, 1.05324, 0.3793173), Orientation(0.1225976, 0.007575945, -0.01626498, 0.9922943), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 145,current eyeGaze_left: Position (0.03859738, 1.053263, 0.379337), Orientation(0.1180721, 0.008143226, -0.01658969, 0.9928332), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 159,current eyeGaze_left: Position (0.03859738, 1.053263, 0.379337), Orientation(0.1180721, 0.008143226, -0.01658969, 0.9928332), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 173,current eyeGaze_left: Position (0.03875507, 1.053259, 0.3793627), Orientation(0.1179433, 0.008151846, -0.01687306, 0.9928436), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 186,current eyeGaze_left: Position (0.03875507, 1.053259, 0.3793627), Orientation(0.1179433, 0.008151846, -0.01687306, 0.9928436), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 202,current eyeGaze_left: Position (0.03875507, 1.053259, 0.3793627), Orientation(0.1179433, 0.008151846, -0.01687306, 0.9928436), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 215,current eyeGaze_left: Position (0.03891242, 1.053215, 0.3794105), Orientation(0.1168193, 0.008240355, -0.01707135, 0.9929724), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 229,current eyeGaze_left: Position (0.03891242, 1.053215, 0.3794105), Orientation(0.1168193, 0.008240355, -0.01707135, 0.9929724), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 243,current eyeGaze_left: Position (0.03904256, 1.053185, 0.379465), Orientation(0.1164343, 0.009814319, -0.01694873, 0.9930053), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 257,current eyeGaze_left: Position (0.03904256, 1.053185, 0.379465), Orientation(0.1164343, 0.009814319, -0.01694873, 0.9930053), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 271,current eyeGaze_left: Position (0.03904256, 1.053185, 0.379465), Orientation(0.1164343, 0.009814319, -0.01694873, 0.9930053), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 285,current eyeGaze_left: Position (0.03906933, 1.053202, 0.3795329), Orientation(0.1165829, 0.01086223, -0.01672176, 0.9929808), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 299,current eyeGaze_left: Position (0.03906933, 1.053202, 0.3795329), Orientation(0.1165829, 0.01086223, -0.01672176, 0.9929808), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 313,current eyeGaze_left: Position (0.03905985, 1.053215, 0.3796125), Orientation(0.1168473, 0.01215037, -0.01649912, 0.9929386), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 326,current eyeGaze_left: Position (0.03905985, 1.053215, 0.3796125), Orientation(0.1168473, 0.01215037, -0.01649912, 0.9929386), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 340,current eyeGaze_left: Position (0.03899099, 1.053239, 0.3796792), Orientation(0.1167195, 0.01243171, -0.01649357, 0.9929501), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 354,current eyeGaze_left: Position (0.03899099, 1.053239, 0.3796792), Orientation(0.1167195, 0.01243171, -0.01649357, 0.9929501), Confidence: 0.5

Timestamp: 11/24/2024 4:11:28 PM, Millisecond: 367,current eyeGaze_left: Position (0.03899099, 1.053239, 0.3796792), Orientation(0.1167195, 0.01243171, -0.01649357, 0.9929501), Confidence: 0.5

