Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 697,current eyeGaze_left: Position (-0.02274236, 1.11545, 0.07069971), Orientation(0.117656, -0.02034724, -0.03800596, 0.9921182), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 712,current eyeGaze_left: Position (-0.02262937, 1.115436, 0.07073719), Orientation(0.1176048, -0.02044783, -0.03799974, 0.9921225), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 725,current eyeGaze_left: Position (-0.02262937, 1.115436, 0.07073719), Orientation(0.1176048, -0.02044783, -0.03799974, 0.9921225), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 740,current eyeGaze_left: Position (-0.02262937, 1.115436, 0.07073719), Orientation(0.1176048, -0.02044783, -0.03799974, 0.9921225), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 753,current eyeGaze_left: Position (-0.02247879, 1.115427, 0.07081489), Orientation(0.1175678, -0.02065115, -0.03799015, 0.9921231), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 767,current eyeGaze_left: Position (-0.02247879, 1.115427, 0.07081489), Orientation(0.1175678, -0.02065115, -0.03799015, 0.9921231), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 781,current eyeGaze_left: Position (-0.02226448, 1.115376, 0.07083452), Orientation(0.1155187, -0.02032998, -0.03813341, 0.9923648), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 795,current eyeGaze_left: Position (-0.02226448, 1.115376, 0.07083452), Orientation(0.1155187, -0.02032998, -0.03813341, 0.9923648), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 809,current eyeGaze_left: Position (-0.02198578, 1.115315, 0.07079232), Orientation(0.117234, -0.02095739, -0.03811045, 0.9921515), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 823,current eyeGaze_left: Position (-0.02198578, 1.115315, 0.07079232), Orientation(0.117234, -0.02095739, -0.03811045, 0.9921515), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 837,current eyeGaze_left: Position (-0.02198578, 1.115315, 0.07079232), Orientation(0.117234, -0.02095739, -0.03811045, 0.9921515), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 851,current eyeGaze_left: Position (-0.02171732, 1.115283, 0.07075219), Orientation(0.1152936, -0.01694253, -0.03783127, 0.9924662), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 865,current eyeGaze_left: Position (-0.02171732, 1.115283, 0.07075219), Orientation(0.1152936, -0.01694253, -0.03783127, 0.9924662), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 879,current eyeGaze_left: Position (-0.02151346, 1.115258, 0.07068837), Orientation(0.1147484, 0.006548209, -0.03494867, 0.992758), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 893,current eyeGaze_left: Position (-0.02151346, 1.115258, 0.07068837), Orientation(0.1147484, 0.006548209, -0.03494867, 0.992758), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 907,current eyeGaze_left: Position (-0.02151346, 1.115258, 0.07068837), Orientation(0.1147484, 0.006548209, -0.03494867, 0.992758), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 921,current eyeGaze_left: Position (-0.02139577, 1.115241, 0.07059879), Orientation(0.1145348, 0.006842672, -0.03507739, 0.9927762), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 935,current eyeGaze_left: Position (-0.02139577, 1.115241, 0.07059879), Orientation(0.1145348, 0.006842672, -0.03507739, 0.9927762), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 949,current eyeGaze_left: Position (-0.02138475, 1.115257, 0.07057086), Orientation(0.1160135, 0.007312336, -0.03516508, 0.992598), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 962,current eyeGaze_left: Position (-0.02138475, 1.115257, 0.07057086), Orientation(0.1160135, 0.007312336, -0.03516508, 0.992598), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 977,current eyeGaze_left: Position (-0.02145379, 1.11525, 0.07050281), Orientation(0.1181159, 0.005776051, -0.03532984, 0.9923543), Confidence: 0.5

Timestamp: 10/17/2024 5:36:06 PM, Millisecond: 990,current eyeGaze_left: Position (-0.02145379, 1.11525, 0.07050281), Orientation(0.1181159, 0.005776051, -0.03532984, 0.9923543), Confidence: 0.5

Timestamp: 10/17/2024 5:36:07 PM, Millisecond: 4,current eyeGaze_left: Position (-0.02145379, 1.11525, 0.07050281), Orientation(0.1181159, 0.005776051, -0.03532984, 0.9923543), Confidence: 0.5

Timestamp: 10/17/2024 5:36:07 PM, Millisecond: 18,current eyeGaze_left: Position (-0.02157655, 1.115226, 0.07041299), Orientation(0.11812, 0.006617624, -0.03522484, 0.9923523), Confidence: 0.5

Timestamp: 10/17/2024 5:36:07 PM, Millisecond: 32,current eyeGaze_left: Position (-0.02157655, 1.115226, 0.07041299), Orientation(0.11812, 0.006617624, -0.03522484, 0.9923523), Confidence: 0.5

Timestamp: 10/17/2024 5:36:07 PM, Millisecond: 46,current eyeGaze_left: Position (-0.02170785, 1.115176, 0.07036028), Orientation(0.117917, 0.00263705, -0.03581392, 0.9923739), Confidence: 0.5

Timestamp: 10/17/2024 5:36:07 PM, Millisecond: 60,current eyeGaze_left: Position (-0.02170785, 1.115176, 0.07036028), Orientation(0.117917, 0.00263705, -0.03581392, 0.9923739), Confidence: 0.5

