Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 300,current eyeGaze_left: Position (-0.02608125, 1.088276, 0.0468149), Orientation(0.09015442, 0.1029812, -0.0009959154, 0.9905888), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 315,current eyeGaze_left: Position (-0.02616281, 1.088254, 0.04679954), Orientation(0.08869452, 0.09700892, -0.001817899, 0.991322), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 328,current eyeGaze_left: Position (-0.02616281, 1.088254, 0.04679954), Orientation(0.08869452, 0.09700892, -0.001817899, 0.991322), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 342,current eyeGaze_left: Position (-0.02616281, 1.088254, 0.04679954), Orientation(0.08869452, 0.09700892, -0.001817899, 0.991322), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 356,current eyeGaze_left: Position (-0.02630889, 1.08818, 0.04682839), Orientation(0.09182703, 0.09377027, -0.002087733, 0.9913478), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 369,current eyeGaze_left: Position (-0.02630889, 1.08818, 0.04682839), Orientation(0.09182703, 0.09377027, -0.002087733, 0.9913478), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 384,current eyeGaze_left: Position (-0.02639876, 1.088186, 0.0468135), Orientation(0.08978454, 0.08837266, -0.002932323, 0.9920285), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 397,current eyeGaze_left: Position (-0.02639876, 1.088186, 0.0468135), Orientation(0.08978454, 0.08837266, -0.002932323, 0.9920285), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 412,current eyeGaze_left: Position (-0.02642001, 1.088223, 0.04677115), Orientation(0.09097912, 0.07920109, -0.004207755, 0.9926893), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 425,current eyeGaze_left: Position (-0.02642001, 1.088223, 0.04677115), Orientation(0.09097912, 0.07920109, -0.004207755, 0.9926893), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 440,current eyeGaze_left: Position (-0.02642001, 1.088223, 0.04677115), Orientation(0.09097912, 0.07920109, -0.004207755, 0.9926893), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 453,current eyeGaze_left: Position (-0.02630097, 1.088287, 0.04666976), Orientation(0.09048437, 0.07302377, -0.005285167, 0.993203), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 468,current eyeGaze_left: Position (-0.02630097, 1.088287, 0.04666976), Orientation(0.09048437, 0.07302377, -0.005285167, 0.993203), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 482,current eyeGaze_left: Position (-0.02620232, 1.088354, 0.04656613), Orientation(0.09053162, 0.06467082, -0.00705181, 0.9937665), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 495,current eyeGaze_left: Position (-0.02620232, 1.088354, 0.04656613), Orientation(0.09053162, 0.06467082, -0.00705181, 0.9937665), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 510,current eyeGaze_left: Position (-0.02620232, 1.088354, 0.04656613), Orientation(0.09053162, 0.06467082, -0.00705181, 0.9937665), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 524,current eyeGaze_left: Position (-0.02610088, 1.088323, 0.04646946), Orientation(0.08645908, 0.05921773, -0.008145998, 0.9944604), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 538,current eyeGaze_left: Position (-0.02610088, 1.088323, 0.04646946), Orientation(0.08645908, 0.05921773, -0.008145998, 0.9944604), Confidence: 0.5

Timestamp: 11/2/2024 6:35:32 PM, Millisecond: 552,current eyeGaze_left: Position (-0.02605087, 1.08822, 0.04640933), Orientation(0.08600992, 0.05170836, -0.009334368, 0.9949077), Confidence: 0.5

