Timestamp: 11/24/2024 7:54:15 PM, Millisecond: 931,current eyeGaze_left: Position (0.0517279, 1.13734, 0.1585592), Orientation(0.002264978, -0.07653623, -0.04051333, 0.9962409), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 294,current eyeGaze_left: Position (0.0364588, 1.142587, 0.1654391), Orientation(0.07715784, -0.005357837, -0.02959263, 0.9965653), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 306,current eyeGaze_left: Position (0.0364588, 1.142587, 0.1654391), Orientation(0.07715784, -0.005357837, -0.02959263, 0.9965653), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 325,current eyeGaze_left: Position (0.03368229, 1.144234, 0.1676864), Orientation(0.07408508, -0.009467766, -0.02859894, 0.9967968), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 343,current eyeGaze_left: Position (0.03368229, 1.144234, 0.1676864), Orientation(0.07408508, -0.009467766, -0.02859894, 0.9967968), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 362,current eyeGaze_left: Position (0.03131506, 1.145347, 0.1699191), Orientation(0.0736047, -0.01246335, -0.02756257, 0.9968287), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 383,current eyeGaze_left: Position (0.03131506, 1.145347, 0.1699191), Orientation(0.0736047, -0.01246335, -0.02756257, 0.9968287), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 397,current eyeGaze_left: Position (0.02961995, 1.146187, 0.1719258), Orientation(0.07653255, -0.0191807, -0.02656169, 0.9965287), Confidence: 0.5

Timestamp: 11/24/2024 7:54:16 PM, Millisecond: 414,current eyeGaze_left: Position (0.02961995, 1.146187, 0.1719258), Orientation(0.07653255, -0.0191807, -0.02656169, 0.9965287), Confidence: 0.5

