
Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 743,current eyeGaze_left: Position (0.02438738, 0.991109, 0.2914809), Orientation(0.1686194, -0.006278049, -0.06459501, 0.9835425), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 759,current eyeGaze_left: Position (0.02441635, 0.9910742, 0.2914543), Orientation(0.1694164, -0.007797956, -0.06495192, 0.983371), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 772,current eyeGaze_left: Position (0.02441635, 0.9910742, 0.2914543), Orientation(0.1694164, -0.007797956, -0.06495192, 0.983371), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 786,current eyeGaze_left: Position (0.02441635, 0.9910742, 0.2914543), Orientation(0.1694164, -0.007797956, -0.06495192, 0.983371), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 800,current eyeGaze_left: Position (0.0244198, 0.9910299, 0.2914121), Orientation(0.1692614, -0.007897562, -0.0650826, 0.9833883), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 813,current eyeGaze_left: Position (0.0244198, 0.9910299, 0.2914121), Orientation(0.1692614, -0.007897562, -0.0650826, 0.9833883), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 828,current eyeGaze_left: Position (0.0244198, 0.9910299, 0.2914121), Orientation(0.1692614, -0.007897562, -0.0650826, 0.9833883), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 841,current eyeGaze_left: Position (0.0244377, 0.9909861, 0.2914053), Orientation(0.1701808, -0.008023323, -0.06513883, 0.9832247), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 856,current eyeGaze_left: Position (0.0244377, 0.9909861, 0.2914053), Orientation(0.1701808, -0.008023323, -0.06513883, 0.9832247), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 869,current eyeGaze_left: Position (0.02450199, 0.9910012, 0.2915077), Orientation(0.1701611, -0.008099479, -0.06510916, 0.9832296), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 883,current eyeGaze_left: Position (0.02450199, 0.9910012, 0.2915077), Orientation(0.1701611, -0.008099479, -0.06510916, 0.9832296), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 897,current eyeGaze_left: Position (0.02446649, 0.9910212, 0.2915314), Orientation(0.170332, -0.007131235, -0.06488691, 0.9832221), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 911,current eyeGaze_left: Position (0.02446649, 0.9910212, 0.2915314), Orientation(0.170332, -0.007131235, -0.06488691, 0.9832221), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 925,current eyeGaze_left: Position (0.02438968, 0.9910561, 0.2915423), Orientation(0.1697506, -0.007914868, -0.0649194, 0.9833146), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 939,current eyeGaze_left: Position (0.02438968, 0.9910561, 0.2915423), Orientation(0.1697506, -0.007914868, -0.0649194, 0.9833146), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 954,current eyeGaze_left: Position (0.02438968, 0.9910561, 0.2915423), Orientation(0.1697506, -0.007914868, -0.0649194, 0.9833146), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 967,current eyeGaze_left: Position (0.02427047, 0.9910708, 0.2915352), Orientation(0.1706222, -0.007797941, -0.06483837, 0.98317), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 980,current eyeGaze_left: Position (0.02427047, 0.9910708, 0.2915352), Orientation(0.1706222, -0.007797941, -0.06483837, 0.98317), Confidence: 0.5

Timestamp: 11/2/2024 10:22:48 PM, Millisecond: 995,current eyeGaze_left: Position (0.02424688, 0.9910664, 0.2915171), Orientation(0.1676455, -0.007574668, -0.06481457, 0.9836852), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 8,current eyeGaze_left: Position (0.02424688, 0.9910664, 0.2915171), Orientation(0.1676455, -0.007574668, -0.06481457, 0.9836852), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 23,current eyeGaze_left: Position (0.02424688, 0.9910664, 0.2915171), Orientation(0.1676455, -0.007574668, -0.06481457, 0.9836852), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 36,current eyeGaze_left: Position (0.02427967, 0.9910749, 0.2914863), Orientation(0.1589164, 0.0005163172, -0.06347248, 0.9852496), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 50,current eyeGaze_left: Position (0.02427967, 0.9910749, 0.2914863), Orientation(0.1589164, 0.0005163172, -0.06347248, 0.9852496), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 64,current eyeGaze_left: Position (0.02434694, 0.9910961, 0.2914678), Orientation(0.1572711, 0.0004545114, -0.06349951, 0.9855119), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 78,current eyeGaze_left: Position (0.02434694, 0.9910961, 0.2914678), Orientation(0.1572711, 0.0004545114, -0.06349951, 0.9855119), Confidence: 0.5

Timestamp: 11/2/2024 10:22:49 PM, Millisecond: 92,current eyeGaze_left: Position (0.02438861, 0.9910678, 0.2914233), Orientation(0.1571538, 0.0005859153, -0.06352843, 0.9855286), Confidence: 0.5

