Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 344,current eyeGaze_left: Position (-0.04909762, 1.145133, 0.07895673), Orientation(0.05163348, -0.0389206, -0.05097415, 0.9966047), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 804,current eyeGaze_left: Position (-0.05124919, 1.147533, 0.08055848), Orientation(0.06060017, -0.007753714, -0.05058211, 0.9968497), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 820,current eyeGaze_left: Position (-0.05096095, 1.148185, 0.08040823), Orientation(0.06236614, -0.007697571, -0.05123304, 0.9967079), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 836,current eyeGaze_left: Position (-0.05096095, 1.148185, 0.08040823), Orientation(0.06236614, -0.007697571, -0.05123304, 0.9967079), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 854,current eyeGaze_left: Position (-0.05059249, 1.148993, 0.08029505), Orientation(0.06083817, 9.416242E-05, -0.05138558, 0.996824), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 874,current eyeGaze_left: Position (-0.05059249, 1.148993, 0.08029505), Orientation(0.06083817, 9.416242E-05, -0.05138558, 0.996824), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 890,current eyeGaze_left: Position (-0.05011707, 1.149877, 0.08018804), Orientation(0.06530465, -0.0003916797, -0.05238599, 0.9964893), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 907,current eyeGaze_left: Position (-0.05011707, 1.149877, 0.08018804), Orientation(0.06530465, -0.0003916797, -0.05238599, 0.9964893), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 924,current eyeGaze_left: Position (-0.04957829, 1.150766, 0.08015992), Orientation(0.07586519, 0.007897928, -0.05251525, 0.995703), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 941,current eyeGaze_left: Position (-0.04957829, 1.150766, 0.08015992), Orientation(0.07586519, 0.007897928, -0.05251525, 0.995703), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 956,current eyeGaze_left: Position (-0.04897571, 1.151632, 0.08020228), Orientation(0.08040499, 0.007282232, -0.05337144, 0.9953058), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 971,current eyeGaze_left: Position (-0.04897571, 1.151632, 0.08020228), Orientation(0.08040499, 0.007282232, -0.05337144, 0.9953058), Confidence: 0.5

Timestamp: 11/24/2024 9:07:21 PM, Millisecond: 986,current eyeGaze_left: Position (-0.04835772, 1.152712, 0.08039182), Orientation(0.08567903, 0.01471285, -0.05312691, 0.9947965), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 1,current eyeGaze_left: Position (-0.04835772, 1.152712, 0.08039182), Orientation(0.08567903, 0.01471285, -0.05312691, 0.9947965), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 17,current eyeGaze_left: Position (-0.04779457, 1.153831, 0.08075094), Orientation(0.08086254, 0.01539984, -0.05397333, 0.9951437), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 31,current eyeGaze_left: Position (-0.04779457, 1.153831, 0.08075094), Orientation(0.08086254, 0.01539984, -0.05397333, 0.9951437), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 46,current eyeGaze_left: Position (-0.04779457, 1.153831, 0.08075094), Orientation(0.08086254, 0.01539984, -0.05397333, 0.9951437), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 59,current eyeGaze_left: Position (-0.04727059, 1.154789, 0.08128571), Orientation(0.09479508, -0.008426322, -0.05758352, 0.9937943), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 73,current eyeGaze_left: Position (-0.04727059, 1.154789, 0.08128571), Orientation(0.09479508, -0.008426322, -0.05758352, 0.9937943), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 87,current eyeGaze_left: Position (-0.04667997, 1.155666, 0.08185913), Orientation(0.1498864, -0.01890067, -0.0588134, 0.9867714), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 101,current eyeGaze_left: Position (-0.04667997, 1.155666, 0.08185913), Orientation(0.1498864, -0.01890067, -0.0588134, 0.9867714), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 116,current eyeGaze_left: Position (-0.04667997, 1.155666, 0.08185913), Orientation(0.1498864, -0.01890067, -0.0588134, 0.9867714), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 130,current eyeGaze_left: Position (-0.04606654, 1.156424, 0.08247871), Orientation(0.1536359, -0.018517, -0.05946755, 0.9861627), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 146,current eyeGaze_left: Position (-0.04606654, 1.156424, 0.08247871), Orientation(0.1536359, -0.018517, -0.05946755, 0.9861627), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 158,current eyeGaze_left: Position (-0.04537801, 1.15712, 0.0830824), Orientation(0.1510744, -0.0179158, -0.06001074, 0.9865366), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 174,current eyeGaze_left: Position (-0.04537801, 1.15712, 0.0830824), Orientation(0.1510744, -0.0179158, -0.06001074, 0.9865366), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 188,current eyeGaze_left: Position (-0.04465638, 1.157773, 0.08372995), Orientation(0.1474431, -0.01799937, -0.06087791, 0.9870312), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 200,current eyeGaze_left: Position (-0.04465638, 1.157773, 0.08372995), Orientation(0.1474431, -0.01799937, -0.06087791, 0.9870312), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 215,current eyeGaze_left: Position (-0.04389377, 1.158421, 0.08434218), Orientation(0.1496991, -0.01715708, -0.06193064, 0.986641), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 229,current eyeGaze_left: Position (-0.04389377, 1.158421, 0.08434218), Orientation(0.1496991, -0.01715708, -0.06193064, 0.986641), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 244,current eyeGaze_left: Position (-0.04389377, 1.158421, 0.08434218), Orientation(0.1496991, -0.01715708, -0.06193064, 0.986641), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 257,current eyeGaze_left: Position (-0.04315633, 1.158969, 0.08492776), Orientation(0.1482912, -0.01617321, -0.06315148, 0.9867928), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 271,current eyeGaze_left: Position (-0.04315633, 1.158969, 0.08492776), Orientation(0.1482912, -0.01617321, -0.06315148, 0.9867928), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 286,current eyeGaze_left: Position (-0.04239463, 1.159416, 0.08545066), Orientation(0.1503023, -0.01509064, -0.06416741, 0.9864401), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 297,current eyeGaze_left: Position (-0.04239463, 1.159416, 0.08545066), Orientation(0.1503023, -0.01509064, -0.06416741, 0.9864401), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 314,current eyeGaze_left: Position (-0.04239463, 1.159416, 0.08545066), Orientation(0.1503023, -0.01509064, -0.06416741, 0.9864401), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 326,current eyeGaze_left: Position (-0.0415967, 1.159792, 0.08584635), Orientation(0.1511876, -0.0158865, -0.06531128, 0.9862172), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 341,current eyeGaze_left: Position (-0.0415967, 1.159792, 0.08584635), Orientation(0.1511876, -0.0158865, -0.06531128, 0.9862172), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 354,current eyeGaze_left: Position (-0.0407586, 1.160065, 0.0860992), Orientation(0.1495402, -0.01673238, -0.06643846, 0.9863791), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 368,current eyeGaze_left: Position (-0.0407586, 1.160065, 0.0860992), Orientation(0.1495402, -0.01673238, -0.06643846, 0.9863791), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 383,current eyeGaze_left: Position (-0.03993819, 1.160357, 0.08629986), Orientation(0.1507067, -0.01918255, -0.06746913, 0.986087), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 395,current eyeGaze_left: Position (-0.03993819, 1.160357, 0.08629986), Orientation(0.1507067, -0.01918255, -0.06746913, 0.986087), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 410,current eyeGaze_left: Position (-0.03993819, 1.160357, 0.08629986), Orientation(0.1507067, -0.01918255, -0.06746913, 0.986087), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 424,current eyeGaze_left: Position (-0.03921659, 1.160643, 0.08639058), Orientation(0.1529425, -0.0178402, -0.06797319, 0.9857333), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 438,current eyeGaze_left: Position (-0.03921659, 1.160643, 0.08639058), Orientation(0.1529425, -0.0178402, -0.06797319, 0.9857333), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 452,current eyeGaze_left: Position (-0.03882598, 1.160857, 0.08633785), Orientation(0.1552894, -0.0211144, -0.06888393, 0.9852383), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 465,current eyeGaze_left: Position (-0.03882598, 1.160857, 0.08633785), Orientation(0.1552894, -0.0211144, -0.06888393, 0.9852383), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 480,current eyeGaze_left: Position (-0.03819367, 1.161074, 0.08637317), Orientation(0.1565567, -0.02343798, -0.06895874, 0.98498), Confidence: 0.5

Timestamp: 11/24/2024 9:07:22 PM, Millisecond: 494,current eyeGaze_left: Position (-0.03819367, 1.161074, 0.08637317), Orientation(0.1565567, -0.02343798, -0.06895874, 0.98498), Confidence: 0.5

