
Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 582,current eyeGaze_left: Position (-0.1491044, 1.125976, 0.2238302), Orientation(0.02933573, -0.06454623, -0.02770925, 0.9970986), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 596,current eyeGaze_left: Position (-0.1490541, 1.125981, 0.2237803), Orientation(0.02905637, -0.06612299, -0.02780505, 0.9970006), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 610,current eyeGaze_left: Position (-0.1490541, 1.125981, 0.2237803), Orientation(0.02905637, -0.06612299, -0.02780505, 0.9970006), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 624,current eyeGaze_left: Position (-0.1490111, 1.125939, 0.2237152), Orientation(0.02876459, -0.07458416, -0.02850492, 0.996392), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 637,current eyeGaze_left: Position (-0.1490111, 1.125939, 0.2237152), Orientation(0.02876459, -0.07458416, -0.02850492, 0.996392), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 652,current eyeGaze_left: Position (-0.1489845, 1.125888, 0.2236974), Orientation(0.009334322, -0.08742242, -0.02966817, 0.9956856), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 665,current eyeGaze_left: Position (-0.1489845, 1.125888, 0.2236974), Orientation(0.009334322, -0.08742242, -0.02966817, 0.9956856), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 679,current eyeGaze_left: Position (-0.1489845, 1.125888, 0.2236974), Orientation(0.009334322, -0.08742242, -0.02966817, 0.9956856), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 693,current eyeGaze_left: Position (-0.1489573, 1.125857, 0.2237125), Orientation(0.006044973, -0.0873732, -0.0297328, 0.9957135), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 707,current eyeGaze_left: Position (-0.1489573, 1.125857, 0.2237125), Orientation(0.006044973, -0.0873732, -0.0297328, 0.9957135), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 722,current eyeGaze_left: Position (-0.1489067, 1.125846, 0.2236859), Orientation(-0.01137063, -0.07816738, -0.02903559, 0.9964525), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 735,current eyeGaze_left: Position (-0.1489067, 1.125846, 0.2236859), Orientation(-0.01137063, -0.07816738, -0.02903559, 0.9964525), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 749,current eyeGaze_left: Position (-0.1489067, 1.125846, 0.2236859), Orientation(-0.01137063, -0.07816738, -0.02903559, 0.9964525), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 763,current eyeGaze_left: Position (-0.1488287, 1.125879, 0.2236873), Orientation(-0.02583356, -0.04532121, -0.02663045, 0.9982831), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 777,current eyeGaze_left: Position (-0.1488287, 1.125879, 0.2236873), Orientation(-0.02583356, -0.04532121, -0.02663045, 0.9982831), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 791,current eyeGaze_left: Position (-0.1487278, 1.125911, 0.2237231), Orientation(-0.03830387, -0.04520373, -0.02672259, 0.9978854), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 804,current eyeGaze_left: Position (-0.1487278, 1.125911, 0.2237231), Orientation(-0.03830387, -0.04520373, -0.02672259, 0.9978854), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 819,current eyeGaze_left: Position (-0.148648, 1.125913, 0.2237281), Orientation(-0.03852403, -0.07064001, -0.02882633, 0.9963408), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 832,current eyeGaze_left: Position (-0.148648, 1.125913, 0.2237281), Orientation(-0.03852403, -0.07064001, -0.02882633, 0.9963408), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 846,current eyeGaze_left: Position (-0.148648, 1.125913, 0.2237281), Orientation(-0.03852403, -0.07064001, -0.02882633, 0.9963408), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 860,current eyeGaze_left: Position (-0.1485735, 1.125904, 0.2237621), Orientation(-0.02820683, -0.07606189, -0.02929959, 0.9962733), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 874,current eyeGaze_left: Position (-0.1485735, 1.125904, 0.2237621), Orientation(-0.02820683, -0.07606189, -0.02929959, 0.9962733), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 888,current eyeGaze_left: Position (-0.148518, 1.125894, 0.223832), Orientation(-0.02074572, -0.07885325, -0.02957637, 0.9962315), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 901,current eyeGaze_left: Position (-0.148518, 1.125894, 0.223832), Orientation(-0.02074572, -0.07885325, -0.02957637, 0.9962315), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 916,current eyeGaze_left: Position (-0.148518, 1.125894, 0.223832), Orientation(-0.02074572, -0.07885325, -0.02957637, 0.9962315), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 930,current eyeGaze_left: Position (-0.1484955, 1.125905, 0.2239015), Orientation(-0.01870728, -0.07631169, -0.02944389, 0.9964736), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 943,current eyeGaze_left: Position (-0.1484955, 1.125905, 0.2239015), Orientation(-0.01870728, -0.07631169, -0.02944389, 0.9964736), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 958,current eyeGaze_left: Position (-0.1484952, 1.125949, 0.224008), Orientation(-0.0005257081, -0.0715887, -0.02895844, 0.9970137), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 971,current eyeGaze_left: Position (-0.1484952, 1.125949, 0.224008), Orientation(-0.0005257081, -0.0715887, -0.02895844, 0.9970137), Confidence: 0.5

Timestamp: 10/17/2024 7:21:15 PM, Millisecond: 985,current eyeGaze_left: Position (-0.1485178, 1.126018, 0.2241393), Orientation(0.01690142, -0.0572786, -0.02761458, 0.9978331), Confidence: 0.5

Timestamp: 10/17/2024 7:21:16 PM, Millisecond: 13,current eyeGaze_left: Position (-0.1485178, 1.126018, 0.2241393), Orientation(0.01690142, -0.0572786, -0.02761458, 0.9978331), Confidence: 0.5

Timestamp: 10/17/2024 7:21:16 PM, Millisecond: 27,current eyeGaze_left: Position (-0.1485553, 1.126055, 0.2242396), Orientation(0.03177047, -0.05494059, -0.02722807, 0.9976125), Confidence: 0.5

Timestamp: 10/17/2024 7:21:16 PM, Millisecond: 40,current eyeGaze_left: Position (-0.1485553, 1.126055, 0.2242396), Orientation(0.03177047, -0.05494059, -0.02722807, 0.9976125), Confidence: 0.5

