Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 397,current eyeGaze_left: Position (0.05722632, 1.058635, 0.3390598), Orientation(0.1232344, 0.03125893, -0.01981433, 0.9916872), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 411,current eyeGaze_left: Position (0.0572162, 1.058647, 0.3390239), Orientation(0.1232934, 0.03170935, -0.01976733, 0.9916666), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 424,current eyeGaze_left: Position (0.0572162, 1.058647, 0.3390239), Orientation(0.1232934, 0.03170935, -0.01976733, 0.9916666), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 439,current eyeGaze_left: Position (0.0572162, 1.058647, 0.3390239), Orientation(0.1232934, 0.03170935, -0.01976733, 0.9916666), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 452,current eyeGaze_left: Position (0.05719879, 1.058626, 0.3389673), Orientation(0.1248576, 0.03272985, -0.0195321, 0.9914423), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 466,current eyeGaze_left: Position (0.05719879, 1.058626, 0.3389673), Orientation(0.1248576, 0.03272985, -0.0195321, 0.9914423), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 480,current eyeGaze_left: Position (0.05713832, 1.058629, 0.338864), Orientation(0.1244268, 0.03282696, -0.01947091, 0.9914945), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 494,current eyeGaze_left: Position (0.05713832, 1.058629, 0.338864), Orientation(0.1244268, 0.03282696, -0.01947091, 0.9914945), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 508,current eyeGaze_left: Position (0.05713832, 1.058629, 0.338864), Orientation(0.1244268, 0.03282696, -0.01947091, 0.9914945), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 521,current eyeGaze_left: Position (0.0571443, 1.058581, 0.3387715), Orientation(0.1244868, 0.03271299, -0.01935951, 0.9914929), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 536,current eyeGaze_left: Position (0.0571443, 1.058581, 0.3387715), Orientation(0.1244868, 0.03271299, -0.01935951, 0.9914929), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 549,current eyeGaze_left: Position (0.05718294, 1.058555, 0.3386832), Orientation(0.1250911, 0.0304691, -0.01967869, 0.9914821), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 563,current eyeGaze_left: Position (0.05718294, 1.058555, 0.3386832), Orientation(0.1250911, 0.0304691, -0.01967869, 0.9914821), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 577,current eyeGaze_left: Position (0.05722199, 1.058563, 0.3386135), Orientation(0.1273274, 0.02984546, -0.01997219, 0.9912105), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 590,current eyeGaze_left: Position (0.05722199, 1.058563, 0.3386135), Orientation(0.1273274, 0.02984546, -0.01997219, 0.9912105), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 605,current eyeGaze_left: Position (0.05722199, 1.058563, 0.3386135), Orientation(0.1273274, 0.02984546, -0.01997219, 0.9912105), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 618,current eyeGaze_left: Position (0.05726147, 1.058579, 0.3384794), Orientation(0.126711, 0.02972212, -0.02023983, 0.9912877), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 634,current eyeGaze_left: Position (0.05726147, 1.058579, 0.3384794), Orientation(0.126711, 0.02972212, -0.02023983, 0.9912877), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 646,current eyeGaze_left: Position (0.05729192, 1.058537, 0.3383311), Orientation(0.1266357, 0.02896068, -0.02064812, 0.9913114), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 660,current eyeGaze_left: Position (0.05729192, 1.058537, 0.3383311), Orientation(0.1266357, 0.02896068, -0.02064812, 0.9913114), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 675,current eyeGaze_left: Position (0.05725098, 1.058467, 0.3381881), Orientation(0.1261869, 0.02878263, -0.0208829, 0.991369), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 687,current eyeGaze_left: Position (0.05725098, 1.058467, 0.3381881), Orientation(0.1261869, 0.02878263, -0.0208829, 0.991369), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 703,current eyeGaze_left: Position (0.05725098, 1.058467, 0.3381881), Orientation(0.1261869, 0.02878263, -0.0208829, 0.991369), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 716,current eyeGaze_left: Position (0.05727667, 1.058362, 0.338033), Orientation(0.1264545, 0.02889723, -0.02098257, 0.9913294), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 730,current eyeGaze_left: Position (0.05727667, 1.058362, 0.338033), Orientation(0.1264545, 0.02889723, -0.02098257, 0.9913294), Confidence: 0.5

Timestamp: 11/24/2024 4:09:25 PM, Millisecond: 744,current eyeGaze_left: Position (0.05730757, 1.058266, 0.3379157), Orientation(0.127053, 0.02881743, -0.02102043, 0.9912544), Confidence: 0.5

