Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 321,current eyeGaze_left: Position (0.0668442, 1.004629, 0.4088937), Orientation(0.1120268, 0.009740518, -0.02834773, 0.9932529), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 336,current eyeGaze_left: Position (0.0666773, 1.004794, 0.4090722), Orientation(0.1144871, 0.01008835, -0.02851195, 0.9929643), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 349,current eyeGaze_left: Position (0.0666773, 1.004794, 0.4090722), Orientation(0.1144871, 0.01008835, -0.02851195, 0.9929643), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 364,current eyeGaze_left: Position (0.0666773, 1.004794, 0.4090722), Orientation(0.1144871, 0.01008835, -0.02851195, 0.9929643), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 377,current eyeGaze_left: Position (0.06647347, 1.004883, 0.4091372), Orientation(0.1134817, 0.007571315, -0.02933333, 0.9930781), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 391,current eyeGaze_left: Position (0.06647347, 1.004883, 0.4091372), Orientation(0.1134817, 0.007571315, -0.02933333, 0.9930781), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 405,current eyeGaze_left: Position (0.06629673, 1.004918, 0.4090362), Orientation(0.1135982, 0.00792727, -0.0295613, 0.9930554), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 418,current eyeGaze_left: Position (0.06629673, 1.004918, 0.4090362), Orientation(0.1135982, 0.00792727, -0.0295613, 0.9930554), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 433,current eyeGaze_left: Position (0.06629673, 1.004918, 0.4090362), Orientation(0.1135982, 0.00792727, -0.0295613, 0.9930554), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 446,current eyeGaze_left: Position (0.06619607, 1.004893, 0.4088787), Orientation(0.112307, 0.008296199, -0.02968473, 0.9931955), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 461,current eyeGaze_left: Position (0.06619607, 1.004893, 0.4088787), Orientation(0.112307, 0.008296199, -0.02968473, 0.9931955), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 474,current eyeGaze_left: Position (0.0661457, 1.004854, 0.4086357), Orientation(0.1118083, 0.00891778, -0.02970427, 0.9932458), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 488,current eyeGaze_left: Position (0.0661457, 1.004854, 0.4086357), Orientation(0.1118083, 0.00891778, -0.02970427, 0.9932458), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 503,current eyeGaze_left: Position (0.06616484, 1.004695, 0.4084231), Orientation(0.111749, 0.0097077, -0.02943909, 0.9932528), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 516,current eyeGaze_left: Position (0.06616484, 1.004695, 0.4084231), Orientation(0.111749, 0.0097077, -0.02943909, 0.9932528), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 532,current eyeGaze_left: Position (0.06616484, 1.004695, 0.4084231), Orientation(0.111749, 0.0097077, -0.02943909, 0.9932528), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 544,current eyeGaze_left: Position (0.06618996, 1.004378, 0.4082144), Orientation(0.113281, 0.01104792, -0.02897138, 0.9930791), Confidence: 0.5

Timestamp: 11/24/2024 4:17:37 PM, Millisecond: 558,current eyeGaze_left: Position (0.06618996, 1.004378, 0.4082144), Orientation(0.113281, 0.01104792, -0.02897138, 0.9930791), Confidence: 0.5

