Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 683,current eyeGaze_left: Position (-0.1590236, 1.051522, 0.183764), Orientation(0.009225153, -0.02498783, 0.02074258, 0.9994299), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 697,current eyeGaze_left: Position (-0.1586794, 1.051727, 0.1839681), Orientation(-0.02464143, -0.02893881, 0.01761064, 0.9991223), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 710,current eyeGaze_left: Position (-0.1586794, 1.051727, 0.1839681), Orientation(-0.02464143, -0.02893881, 0.01761064, 0.9991223), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 726,current eyeGaze_left: Position (-0.1582515, 1.052036, 0.184278), Orientation(-0.02370446, -0.02786992, 0.01592584, 0.9992036), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 739,current eyeGaze_left: Position (-0.1582515, 1.052036, 0.184278), Orientation(-0.02370446, -0.02786992, 0.01592584, 0.9992036), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 753,current eyeGaze_left: Position (-0.1578175, 1.052469, 0.1846634), Orientation(-0.0223505, -0.02897496, 0.01324397, 0.9992424), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 767,current eyeGaze_left: Position (-0.1578175, 1.052469, 0.1846634), Orientation(-0.0223505, -0.02897496, 0.01324397, 0.9992424), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 781,current eyeGaze_left: Position (-0.1578175, 1.052469, 0.1846634), Orientation(-0.0223505, -0.02897496, 0.01324397, 0.9992424), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 794,current eyeGaze_left: Position (-0.1574502, 1.053039, 0.1851054), Orientation(-0.02421373, -0.02824503, 0.009748481, 0.9992602), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 809,current eyeGaze_left: Position (-0.1574502, 1.053039, 0.1851054), Orientation(-0.02421373, -0.02824503, 0.009748481, 0.9992602), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 822,current eyeGaze_left: Position (-0.1569974, 1.053505, 0.1857036), Orientation(-0.02684068, -0.02618114, 0.007083375, 0.9992717), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 836,current eyeGaze_left: Position (-0.1569974, 1.053505, 0.1857036), Orientation(-0.02684068, -0.02618114, 0.007083375, 0.9992717), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 851,current eyeGaze_left: Position (-0.1564757, 1.053908, 0.186281), Orientation(-0.02655739, -0.02586784, 0.00454274, 0.9993023), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 864,current eyeGaze_left: Position (-0.1564757, 1.053908, 0.186281), Orientation(-0.02655739, -0.02586784, 0.00454274, 0.9993023), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 878,current eyeGaze_left: Position (-0.1564757, 1.053908, 0.186281), Orientation(-0.02655739, -0.02586784, 0.00454274, 0.9993023), Confidence: 0.5

Timestamp: 11/2/2024 9:33:12 PM, Millisecond: 893,current eyeGaze_left: Position (-0.1559243, 1.054269, 0.1868258), Orientation(-0.02506414, -0.02337087, 0.002278626, 0.99941), Confidence: 0.5

