
Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 182,current eyeGaze_left: Position (0.01443496, 1.151325, 0.1137894), Orientation(0.07748934, -0.04326755, -0.04643157, 0.994971), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 197,current eyeGaze_left: Position (0.01455716, 1.151346, 0.1137901), Orientation(0.07755621, -0.04307443, -0.04658679, 0.9949671), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 210,current eyeGaze_left: Position (0.01455716, 1.151346, 0.1137901), Orientation(0.07755621, -0.04307443, -0.04658679, 0.9949671), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 224,current eyeGaze_left: Position (0.01455716, 1.151346, 0.1137901), Orientation(0.07755621, -0.04307443, -0.04658679, 0.9949671), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 238,current eyeGaze_left: Position (0.01468919, 1.151312, 0.113826), Orientation(0.08036237, -0.04276875, -0.04669107, 0.9947526), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 252,current eyeGaze_left: Position (0.01468919, 1.151312, 0.113826), Orientation(0.08036237, -0.04276875, -0.04669107, 0.9947526), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 267,current eyeGaze_left: Position (0.01477252, 1.151341, 0.1138433), Orientation(0.08119993, -0.04293084, -0.04688014, 0.9946687), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 280,current eyeGaze_left: Position (0.01477252, 1.151341, 0.1138433), Orientation(0.08119993, -0.04293084, -0.04688014, 0.9946687), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 294,current eyeGaze_left: Position (0.01481855, 1.151352, 0.1138751), Orientation(0.0812544, -0.0433546, -0.04700813, 0.9946398), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 308,current eyeGaze_left: Position (0.01481855, 1.151352, 0.1138751), Orientation(0.0812544, -0.0433546, -0.04700813, 0.9946398), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 322,current eyeGaze_left: Position (0.01481855, 1.151352, 0.1138751), Orientation(0.0812544, -0.0433546, -0.04700813, 0.9946398), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 336,current eyeGaze_left: Position (0.01481292, 1.151336, 0.113929), Orientation(0.0812994, -0.04348356, -0.04700124, 0.9946309), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 350,current eyeGaze_left: Position (0.01481292, 1.151336, 0.113929), Orientation(0.0812994, -0.04348356, -0.04700124, 0.9946309), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 364,current eyeGaze_left: Position (0.01477208, 1.15134, 0.1139706), Orientation(0.08084451, -0.04344893, -0.04690797, 0.9946739), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 377,current eyeGaze_left: Position (0.01477208, 1.15134, 0.1139706), Orientation(0.08084451, -0.04344893, -0.04690797, 0.9946739), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 392,current eyeGaze_left: Position (0.01477208, 1.15134, 0.1139706), Orientation(0.08084451, -0.04344893, -0.04690797, 0.9946739), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 405,current eyeGaze_left: Position (0.01469139, 1.15135, 0.114034), Orientation(0.08096364, -0.04335207, -0.04675735, 0.9946756), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 420,current eyeGaze_left: Position (0.01469139, 1.15135, 0.114034), Orientation(0.08096364, -0.04335207, -0.04675735, 0.9946756), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 434,current eyeGaze_left: Position (0.01458377, 1.151376, 0.114144), Orientation(0.08023574, -0.04282076, -0.04655108, 0.9947672), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 447,current eyeGaze_left: Position (0.01458377, 1.151376, 0.114144), Orientation(0.08023574, -0.04282076, -0.04655108, 0.9947672), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 461,current eyeGaze_left: Position (0.01447161, 1.151386, 0.1142093), Orientation(0.08027251, -0.04327859, -0.04647016, 0.9947482), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 475,current eyeGaze_left: Position (0.01447161, 1.151386, 0.1142093), Orientation(0.08027251, -0.04327859, -0.04647016, 0.9947482), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 489,current eyeGaze_left: Position (0.01447161, 1.151386, 0.1142093), Orientation(0.08027251, -0.04327859, -0.04647016, 0.9947482), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 503,current eyeGaze_left: Position (0.01438615, 1.151401, 0.1142672), Orientation(0.07965103, -0.0423789, -0.04625925, 0.9948467), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 517,current eyeGaze_left: Position (0.01438615, 1.151401, 0.1142672), Orientation(0.07965103, -0.0423789, -0.04625925, 0.9948467), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 531,current eyeGaze_left: Position (0.01433465, 1.151451, 0.1142971), Orientation(0.07906435, -0.04184017, -0.04619538, 0.9949194), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 544,current eyeGaze_left: Position (0.01433465, 1.151451, 0.1142971), Orientation(0.07906435, -0.04184017, -0.04619538, 0.9949194), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 559,current eyeGaze_left: Position (0.01433465, 1.151451, 0.1142971), Orientation(0.07906435, -0.04184017, -0.04619538, 0.9949194), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 572,current eyeGaze_left: Position (0.01431496, 1.151463, 0.1143008), Orientation(0.07750078, -0.04185878, -0.04606268, 0.9950476), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 587,current eyeGaze_left: Position (0.01431496, 1.151463, 0.1143008), Orientation(0.07750078, -0.04185878, -0.04606268, 0.9950476), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 601,current eyeGaze_left: Position (0.01432587, 1.151488, 0.1142843), Orientation(0.07745838, -0.04201283, -0.04614297, 0.9950407), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 614,current eyeGaze_left: Position (0.01432587, 1.151488, 0.1142843), Orientation(0.07745838, -0.04201283, -0.04614297, 0.9950407), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 629,current eyeGaze_left: Position (0.01433058, 1.15151, 0.1142659), Orientation(0.07466144, -0.0427318, -0.046461, 0.9952092), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 642,current eyeGaze_left: Position (0.01433058, 1.15151, 0.1142659), Orientation(0.07466144, -0.0427318, -0.046461, 0.9952092), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 657,current eyeGaze_left: Position (0.01433058, 1.15151, 0.1142659), Orientation(0.07466144, -0.0427318, -0.046461, 0.9952092), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 670,current eyeGaze_left: Position (0.01432355, 1.151502, 0.1142133), Orientation(0.0724434, -0.04430299, -0.04659484, 0.995298), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 684,current eyeGaze_left: Position (0.01432355, 1.151502, 0.1142133), Orientation(0.0724434, -0.04430299, -0.04659484, 0.995298), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 699,current eyeGaze_left: Position (0.01429878, 1.151448, 0.114142), Orientation(0.04578749, -0.04348443, -0.04676832, 0.996908), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 712,current eyeGaze_left: Position (0.01429878, 1.151448, 0.114142), Orientation(0.04578749, -0.04348443, -0.04676832, 0.996908), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 726,current eyeGaze_left: Position (0.01426587, 1.151384, 0.1140457), Orientation(0.04531208, -0.04922987, -0.04738085, 0.9966336), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 740,current eyeGaze_left: Position (0.01426587, 1.151384, 0.1140457), Orientation(0.04531208, -0.04922987, -0.04738085, 0.9966336), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 754,current eyeGaze_left: Position (0.01426587, 1.151384, 0.1140457), Orientation(0.04531208, -0.04922987, -0.04738085, 0.9966336), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 768,current eyeGaze_left: Position (0.01422901, 1.151331, 0.1139625), Orientation(0.046149, -0.05110698, -0.04752211, 0.9964939), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 781,current eyeGaze_left: Position (0.01422901, 1.151331, 0.1139625), Orientation(0.046149, -0.05110698, -0.04752211, 0.9964939), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 796,current eyeGaze_left: Position (0.01421955, 1.151288, 0.1138653), Orientation(0.0678754, -0.05185926, -0.04719285, 0.9952268), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 809,current eyeGaze_left: Position (0.01421955, 1.151288, 0.1138653), Orientation(0.0678754, -0.05185926, -0.04719285, 0.9952268), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 824,current eyeGaze_left: Position (0.01421955, 1.151288, 0.1138653), Orientation(0.0678754, -0.05185926, -0.04719285, 0.9952268), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 837,current eyeGaze_left: Position (0.01425529, 1.151287, 0.1137377), Orientation(0.06845035, -0.0511432, -0.0471089, 0.9952285), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 851,current eyeGaze_left: Position (0.01425529, 1.151287, 0.1137377), Orientation(0.06845035, -0.0511432, -0.0471089, 0.9952285), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 865,current eyeGaze_left: Position (0.01431126, 1.151315, 0.1136203), Orientation(0.08426694, -0.04309437, -0.04612416, 0.9944419), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 878,current eyeGaze_left: Position (0.01431126, 1.151315, 0.1136203), Orientation(0.08426694, -0.04309437, -0.04612416, 0.9944419), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 893,current eyeGaze_left: Position (0.01431126, 1.151315, 0.1136203), Orientation(0.08426694, -0.04309437, -0.04612416, 0.9944419), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 906,current eyeGaze_left: Position (0.01437427, 1.151314, 0.1135163), Orientation(0.08423817, -0.04322062, -0.04621591, 0.9944346), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 921,current eyeGaze_left: Position (0.01437427, 1.151314, 0.1135163), Orientation(0.08423817, -0.04322062, -0.04621591, 0.9944346), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 935,current eyeGaze_left: Position (0.01440138, 1.151254, 0.1134629), Orientation(0.08457924, -0.04042676, -0.04611471, 0.9945278), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 948,current eyeGaze_left: Position (0.01440138, 1.151254, 0.1134629), Orientation(0.08457924, -0.04042676, -0.04611471, 0.9945278), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 963,current eyeGaze_left: Position (0.01445477, 1.151231, 0.1133715), Orientation(0.08094652, -0.04095189, -0.04640732, 0.9947952), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 976,current eyeGaze_left: Position (0.01445477, 1.151231, 0.1133715), Orientation(0.08094652, -0.04095189, -0.04640732, 0.9947952), Confidence: 0.5

Timestamp: 10/27/2024 4:01:35 PM, Millisecond: 991,current eyeGaze_left: Position (0.01445477, 1.151231, 0.1133715), Orientation(0.08094652, -0.04095189, -0.04640732, 0.9947952), Confidence: 0.5

Timestamp: 10/27/2024 4:01:36 PM, Millisecond: 4,current eyeGaze_left: Position (0.01446988, 1.151217, 0.1132788), Orientation(0.0836138, -0.04113995, -0.04648536, 0.994563), Confidence: 0.5

Timestamp: 10/27/2024 4:01:36 PM, Millisecond: 18,current eyeGaze_left: Position (0.01446988, 1.151217, 0.1132788), Orientation(0.0836138, -0.04113995, -0.04648536, 0.994563), Confidence: 0.5

Timestamp: 10/27/2024 4:01:36 PM, Millisecond: 32,current eyeGaze_left: Position (0.01444738, 1.151211, 0.1131497), Orientation(0.08320124, -0.0415484, -0.04650974, 0.9945794), Confidence: 0.5

Timestamp: 10/27/2024 4:01:36 PM, Millisecond: 45,current eyeGaze_left: Position (0.01444738, 1.151211, 0.1131497), Orientation(0.08320124, -0.0415484, -0.04650974, 0.9945794), Confidence: 0.5

Timestamp: 10/27/2024 4:01:36 PM, Millisecond: 60,current eyeGaze_left: Position (0.01444738, 1.151211, 0.1131497), Orientation(0.08320124, -0.0415484, -0.04650974, 0.9945794), Confidence: 0.5

Timestamp: 10/27/2024 4:01:36 PM, Millisecond: 74,current eyeGaze_left: Position (0.01438894, 1.151188, 0.113091), Orientation(0.08336248, -0.04171123, -0.04646522, 0.9945611), Confidence: 0.5

