Timestamp: 10/17/2024 7:11:25 PM, Millisecond: 654,current eyeGaze_left: Position (-0.07746153, 1.131415, 0.2196318), Orientation(0.03412358, 0.1182182, -0.04159401, 0.9915292), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 17,current eyeGaze_left: Position (-0.07472417, 1.130467, 0.2161988), Orientation(0.05158116, -0.06292648, -0.06487029, 0.9945711), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 28,current eyeGaze_left: Position (-0.07417969, 1.129088, 0.2160476), Orientation(0.05639089, -0.06341201, -0.06382707, 0.9943467), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 48,current eyeGaze_left: Position (-0.07417969, 1.129088, 0.2160476), Orientation(0.05639089, -0.06341201, -0.06382707, 0.9943467), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 66,current eyeGaze_left: Position (-0.07370368, 1.127916, 0.2157929), Orientation(0.06345473, -0.06537233, -0.06273253, 0.9938635), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 87,current eyeGaze_left: Position (-0.07370368, 1.127916, 0.2157929), Orientation(0.06345473, -0.06537233, -0.06273253, 0.9938635), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 103,current eyeGaze_left: Position (-0.07351132, 1.126856, 0.215602), Orientation(0.0629078, -0.0470627, -0.0614281, 0.9950148), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 120,current eyeGaze_left: Position (-0.07351132, 1.126856, 0.215602), Orientation(0.0629078, -0.0470627, -0.0614281, 0.9950148), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 140,current eyeGaze_left: Position (-0.07344668, 1.125731, 0.2155652), Orientation(0.02251143, -0.03043107, -0.0589687, 0.997542), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 154,current eyeGaze_left: Position (-0.07344668, 1.125731, 0.2155652), Orientation(0.02251143, -0.03043107, -0.0589687, 0.997542), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 168,current eyeGaze_left: Position (-0.07313001, 1.124044, 0.215847), Orientation(0.02365014, -0.03089254, -0.05850209, 0.9975289), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 183,current eyeGaze_left: Position (-0.07313001, 1.124044, 0.215847), Orientation(0.02365014, -0.03089254, -0.05850209, 0.9975289), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 198,current eyeGaze_left: Position (-0.07272702, 1.121974, 0.2165954), Orientation(0.04982299, -0.05589915, -0.06054511, 0.9953529), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 212,current eyeGaze_left: Position (-0.07272702, 1.121974, 0.2165954), Orientation(0.04982299, -0.05589915, -0.06054511, 0.9953529), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 228,current eyeGaze_left: Position (-0.07228512, 1.120602, 0.217722), Orientation(0.05180888, -0.05552242, -0.06089291, 0.9952513), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 242,current eyeGaze_left: Position (-0.07228512, 1.120602, 0.217722), Orientation(0.05180888, -0.05552242, -0.06089291, 0.9952513), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 257,current eyeGaze_left: Position (-0.07180837, 1.120307, 0.218571), Orientation(0.0550985, -0.05266315, -0.06200728, 0.9951612), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 273,current eyeGaze_left: Position (-0.07180837, 1.120307, 0.218571), Orientation(0.0550985, -0.05266315, -0.06200728, 0.9951612), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 287,current eyeGaze_left: Position (-0.07180837, 1.120307, 0.218571), Orientation(0.0550985, -0.05266315, -0.06200728, 0.9951612), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 300,current eyeGaze_left: Position (-0.0712187, 1.120685, 0.2188275), Orientation(0.05524772, -0.05305071, -0.0631431, 0.9950609), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 314,current eyeGaze_left: Position (-0.0712187, 1.120685, 0.2188275), Orientation(0.05524772, -0.05305071, -0.0631431, 0.9950609), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 329,current eyeGaze_left: Position (-0.07044339, 1.121047, 0.218846), Orientation(0.05492547, -0.05715345, -0.0637221, 0.9948147), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 342,current eyeGaze_left: Position (-0.07044339, 1.121047, 0.218846), Orientation(0.05492547, -0.05715345, -0.0637221, 0.9948147), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 358,current eyeGaze_left: Position (-0.07044339, 1.121047, 0.218846), Orientation(0.05492547, -0.05715345, -0.0637221, 0.9948147), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 371,current eyeGaze_left: Position (-0.06947984, 1.121248, 0.218742), Orientation(0.04579071, -0.05915242, -0.06315366, 0.9951964), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 387,current eyeGaze_left: Position (-0.06947984, 1.121248, 0.218742), Orientation(0.04579071, -0.05915242, -0.06315366, 0.9951964), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 399,current eyeGaze_left: Position (-0.06849854, 1.121424, 0.2184314), Orientation(0.04655248, -0.05943914, -0.06296406, 0.995156), Confidence: 0.5

Timestamp: 10/17/2024 7:11:26 PM, Millisecond: 413,current eyeGaze_left: Position (-0.06849854, 1.121424, 0.2184314), Orientation(0.04655248, -0.05943914, -0.06296406, 0.995156), Confidence: 0.5

