Timestamp: 11/24/2024 5:24:15 PM, Millisecond: 912,current eyeGaze_left: Position (0.07852221, 1.097705, 0.055867), Orientation(0.003909763, -0.04940356, -0.04233963, 0.9978734), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 372,current eyeGaze_left: Position (0.04850485, 1.101266, 0.06667233), Orientation(-0.2225712, 0.05086232, -0.03073724, 0.9731035), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 383,current eyeGaze_left: Position (0.04850485, 1.101266, 0.06667233), Orientation(-0.2225712, 0.05086232, -0.03073724, 0.9731035), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 401,current eyeGaze_left: Position (0.04762407, 1.100925, 0.06756862), Orientation(-0.223847, 0.04821756, -0.03032596, 0.9729584), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 419,current eyeGaze_left: Position (0.04762407, 1.100925, 0.06756862), Orientation(-0.223847, 0.04821756, -0.03032596, 0.9729584), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 440,current eyeGaze_left: Position (0.04711907, 1.100545, 0.06862846), Orientation(-0.2208086, 0.03419644, -0.03164149, 0.9742038), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 457,current eyeGaze_left: Position (0.04711907, 1.100545, 0.06862846), Orientation(-0.2208086, 0.03419644, -0.03164149, 0.9742038), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 473,current eyeGaze_left: Position (0.04695497, 1.100172, 0.06980389), Orientation(-0.2168936, 0.03289694, -0.03250423, 0.9750993), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 490,current eyeGaze_left: Position (0.04695497, 1.100172, 0.06980389), Orientation(-0.2168936, 0.03289694, -0.03250423, 0.9750993), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 508,current eyeGaze_left: Position (0.04710548, 1.099962, 0.07092261), Orientation(-0.2147216, 0.0208338, -0.03463986, 0.9758385), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 522,current eyeGaze_left: Position (0.04710548, 1.099962, 0.07092261), Orientation(-0.2147216, 0.0208338, -0.03463986, 0.9758385), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 537,current eyeGaze_left: Position (0.04745479, 1.099759, 0.07213329), Orientation(-0.2137385, 0.017223, -0.03551205, 0.9760932), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 553,current eyeGaze_left: Position (0.04745479, 1.099759, 0.07213329), Orientation(-0.2137385, 0.017223, -0.03551205, 0.9760932), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 567,current eyeGaze_left: Position (0.04794452, 1.09959, 0.07325381), Orientation(-0.1987064, 0.008724992, -0.03619163, 0.9793519), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 581,current eyeGaze_left: Position (0.04794452, 1.09959, 0.07325381), Orientation(-0.1987064, 0.008724992, -0.03619163, 0.9793519), Confidence: 0.5

Timestamp: 11/24/2024 5:24:16 PM, Millisecond: 597,current eyeGaze_left: Position (0.04794452, 1.09959, 0.07325381), Orientation(-0.1987064, 0.008724992, -0.03619163, 0.9793519), Confidence: 0.5

