Timestamp: 11/24/2024 4:13:30 PM, Millisecond: 658,current eyeGaze_left: Position (0.1172912, 1.001354, 0.3798903), Orientation(0.1200116, 0.02429565, -0.00215908, 0.9924729), Confidence: 0.5
Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 87,current eyeGaze_left: Position (0.1125874, 1.000563, 0.3815504), Orientation(0.008228444, 0.2192549, 0.02764476, 0.9752412), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 102,current eyeGaze_left: Position (0.1125874, 1.000563, 0.3815504), Orientation(0.008228444, 0.2192549, 0.02764476, 0.9752412), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 115,current eyeGaze_left: Position (0.1123249, 1.000642, 0.3815306), Orientation(0.008480209, 0.2206544, 0.02800333, 0.9749131), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 128,current eyeGaze_left: Position (0.1123249, 1.000642, 0.3815306), Orientation(0.008480209, 0.2206544, 0.02800333, 0.9749131), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 143,current eyeGaze_left: Position (0.1122374, 1.000679, 0.3814656), Orientation(0.00978581, 0.2200466, 0.02820815, 0.9750324), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 156,current eyeGaze_left: Position (0.1122374, 1.000679, 0.3814656), Orientation(0.00978581, 0.2200466, 0.02820815, 0.9750324), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 171,current eyeGaze_left: Position (0.1122364, 1.000644, 0.3813628), Orientation(0.01360503, 0.2199512, 0.02840606, 0.9750023), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 184,current eyeGaze_left: Position (0.1122364, 1.000644, 0.3813628), Orientation(0.01360503, 0.2199512, 0.02840606, 0.9750023), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 198,current eyeGaze_left: Position (0.1122364, 1.000644, 0.3813628), Orientation(0.01360503, 0.2199512, 0.02840606, 0.9750023), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 212,current eyeGaze_left: Position (0.1122658, 1.000661, 0.3813063), Orientation(0.01476177, 0.2194356, 0.02860607, 0.9750959), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 225,current eyeGaze_left: Position (0.1122658, 1.000661, 0.3813063), Orientation(0.01476177, 0.2194356, 0.02860607, 0.9750959), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 239,current eyeGaze_left: Position (0.1122779, 1.000747, 0.3813485), Orientation(0.01521042, 0.2195091, 0.02881008, 0.9750663), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 254,current eyeGaze_left: Position (0.1122779, 1.000747, 0.3813485), Orientation(0.01521042, 0.2195091, 0.02881008, 0.9750663), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 268,current eyeGaze_left: Position (0.1122779, 1.000747, 0.3813485), Orientation(0.01521042, 0.2195091, 0.02881008, 0.9750663), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 281,current eyeGaze_left: Position (0.1122497, 1.000902, 0.3815048), Orientation(0.01566725, 0.2207421, 0.02900551, 0.9747749), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 295,current eyeGaze_left: Position (0.1122497, 1.000902, 0.3815048), Orientation(0.01566725, 0.2207421, 0.02900551, 0.9747749), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 309,current eyeGaze_left: Position (0.1123224, 1.001187, 0.3817728), Orientation(0.01603461, 0.2205784, 0.02874647, 0.9748136), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 322,current eyeGaze_left: Position (0.1123224, 1.001187, 0.3817728), Orientation(0.01603461, 0.2205784, 0.02874647, 0.9748136), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 337,current eyeGaze_left: Position (0.1126502, 1.001632, 0.3820648), Orientation(0.01832403, 0.219276, 0.02845298, 0.9750757), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 351,current eyeGaze_left: Position (0.1126502, 1.001632, 0.3820648), Orientation(0.01832403, 0.219276, 0.02845298, 0.9750757), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 365,current eyeGaze_left: Position (0.1126502, 1.001632, 0.3820648), Orientation(0.01832403, 0.219276, 0.02845298, 0.9750757), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 379,current eyeGaze_left: Position (0.1132391, 1.002215, 0.3822981), Orientation(0.05029501, 0.09720218, 0.01249806, 0.9939145), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 392,current eyeGaze_left: Position (0.1132391, 1.002215, 0.3822981), Orientation(0.05029501, 0.09720218, 0.01249806, 0.9939145), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 407,current eyeGaze_left: Position (0.1139982, 1.002862, 0.3825377), Orientation(0.1072908, 0.007053153, -0.0007244117, 0.9942023), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 420,current eyeGaze_left: Position (0.1139982, 1.002862, 0.3825377), Orientation(0.1072908, 0.007053153, -0.0007244117, 0.9942023), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 434,current eyeGaze_left: Position (0.1139982, 1.002862, 0.3825377), Orientation(0.1072908, 0.007053153, -0.0007244117, 0.9942023), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 448,current eyeGaze_left: Position (0.1147967, 1.003508, 0.3828668), Orientation(0.1103397, 0.004210719, -0.001426399, 0.993884), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 462,current eyeGaze_left: Position (0.1147967, 1.003508, 0.3828668), Orientation(0.1103397, 0.004210719, -0.001426399, 0.993884), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 477,current eyeGaze_left: Position (0.1155456, 1.004146, 0.3833236), Orientation(0.1080797, 0.004597432, -0.001892769, 0.9941298), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 490,current eyeGaze_left: Position (0.1155456, 1.004146, 0.3833236), Orientation(0.1080797, 0.004597432, -0.001892769, 0.9941298), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 505,current eyeGaze_left: Position (0.1162636, 1.004728, 0.3838189), Orientation(0.1083093, 0.008296431, -0.002066306, 0.9940806), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 519,current eyeGaze_left: Position (0.1162636, 1.004728, 0.3838189), Orientation(0.1083093, 0.008296431, -0.002066306, 0.9940806), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 533,current eyeGaze_left: Position (0.1162636, 1.004728, 0.3838189), Orientation(0.1083093, 0.008296431, -0.002066306, 0.9940806), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 546,current eyeGaze_left: Position (0.1169734, 1.005169, 0.3842895), Orientation(0.1050005, 0.007118621, -0.002722621, 0.9944429), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 560,current eyeGaze_left: Position (0.1169734, 1.005169, 0.3842895), Orientation(0.1050005, 0.007118621, -0.002722621, 0.9944429), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 575,current eyeGaze_left: Position (0.1176471, 1.005462, 0.3846777), Orientation(0.1039623, 0.007567798, -0.003322013, 0.9945469), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 588,current eyeGaze_left: Position (0.1176471, 1.005462, 0.3846777), Orientation(0.1039623, 0.007567798, -0.003322013, 0.9945469), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 603,current eyeGaze_left: Position (0.1176471, 1.005462, 0.3846777), Orientation(0.1039623, 0.007567798, -0.003322013, 0.9945469), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 617,current eyeGaze_left: Position (0.1183184, 1.005591, 0.3849019), Orientation(0.1039572, 0.006070898, -0.004192238, 0.9945545), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 631,current eyeGaze_left: Position (0.1183184, 1.005591, 0.3849019), Orientation(0.1039572, 0.006070898, -0.004192238, 0.9945545), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 645,current eyeGaze_left: Position (0.1188756, 1.005666, 0.3850459), Orientation(0.1043933, 0.006357871, -0.004677166, 0.9945047), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 659,current eyeGaze_left: Position (0.1188756, 1.005666, 0.3850459), Orientation(0.1043933, 0.006357871, -0.004677166, 0.9945047), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 673,current eyeGaze_left: Position (0.1192384, 1.00578, 0.3851585), Orientation(0.1042276, 0.009664346, -0.004763587, 0.9944953), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 687,current eyeGaze_left: Position (0.1192384, 1.00578, 0.3851585), Orientation(0.1042276, 0.009664346, -0.004763587, 0.9944953), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 701,current eyeGaze_left: Position (0.1192384, 1.00578, 0.3851585), Orientation(0.1042276, 0.009664346, -0.004763587, 0.9944953), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 715,current eyeGaze_left: Position (0.1194909, 1.005881, 0.3852162), Orientation(0.1042608, 0.009341823, -0.005351703, 0.9944918), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 729,current eyeGaze_left: Position (0.1194909, 1.005881, 0.3852162), Orientation(0.1042608, 0.009341823, -0.005351703, 0.9944918), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 743,current eyeGaze_left: Position (0.1196554, 1.005948, 0.3852016), Orientation(0.1057927, 0.01134066, -0.005286376, 0.9943095), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 757,current eyeGaze_left: Position (0.1196554, 1.005948, 0.3852016), Orientation(0.1057927, 0.01134066, -0.005286376, 0.9943095), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 771,current eyeGaze_left: Position (0.1197201, 1.005947, 0.385085), Orientation(0.1078731, 0.01344146, -0.005239497, 0.99406), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 785,current eyeGaze_left: Position (0.1197201, 1.005947, 0.385085), Orientation(0.1078731, 0.01344146, -0.005239497, 0.99406), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 799,current eyeGaze_left: Position (0.1197201, 1.005947, 0.385085), Orientation(0.1078731, 0.01344146, -0.005239497, 0.99406), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 813,current eyeGaze_left: Position (0.1197003, 1.005847, 0.3848712), Orientation(0.107324, 0.01446687, -0.005282408, 0.9941049), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 827,current eyeGaze_left: Position (0.1197003, 1.005847, 0.3848712), Orientation(0.107324, 0.01446687, -0.005282408, 0.9941049), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 841,current eyeGaze_left: Position (0.1196504, 1.00568, 0.3845887), Orientation(0.1066258, 0.01471369, -0.005130944, 0.9941772), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 855,current eyeGaze_left: Position (0.1196504, 1.00568, 0.3845887), Orientation(0.1066258, 0.01471369, -0.005130944, 0.9941772), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 869,current eyeGaze_left: Position (0.1195671, 1.005482, 0.3843105), Orientation(0.1058014, 0.01428666, -0.00495401, 0.9942724), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 883,current eyeGaze_left: Position (0.1195671, 1.005482, 0.3843105), Orientation(0.1058014, 0.01428666, -0.00495401, 0.9942724), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 897,current eyeGaze_left: Position (0.1195671, 1.005482, 0.3843105), Orientation(0.1058014, 0.01428666, -0.00495401, 0.9942724), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 911,current eyeGaze_left: Position (0.1194558, 1.005235, 0.3840248), Orientation(0.1051656, 0.01468557, -0.004553308, 0.9943358), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 925,current eyeGaze_left: Position (0.1194558, 1.005235, 0.3840248), Orientation(0.1051656, 0.01468557, -0.004553308, 0.9943358), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 939,current eyeGaze_left: Position (0.1193487, 1.004989, 0.383736), Orientation(0.1039987, 0.01468925, -0.004309319, 0.9944596), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 952,current eyeGaze_left: Position (0.1193487, 1.004989, 0.383736), Orientation(0.1039987, 0.01468925, -0.004309319, 0.9944596), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 967,current eyeGaze_left: Position (0.1193487, 1.004989, 0.383736), Orientation(0.1039987, 0.01468925, -0.004309319, 0.9944596), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 980,current eyeGaze_left: Position (0.1192593, 1.004751, 0.3834694), Orientation(0.1042967, 0.01508493, -0.004184004, 0.9944232), Confidence: 0.5

Timestamp: 11/24/2024 4:13:31 PM, Millisecond: 993,current eyeGaze_left: Position (0.1192593, 1.004751, 0.3834694), Orientation(0.1042967, 0.01508493, -0.004184004, 0.9944232), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 22,current eyeGaze_left: Position (0.1192311, 1.004543, 0.3832321), Orientation(0.1067736, 0.01520571, -0.004210755, 0.9941581), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 34,current eyeGaze_left: Position (0.1192311, 1.004543, 0.3832321), Orientation(0.1067736, 0.01520571, -0.004210755, 0.9941581), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 48,current eyeGaze_left: Position (0.1192469, 1.00435, 0.3830227), Orientation(0.1084374, 0.0164775, -0.004275685, 0.9939576), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 62,current eyeGaze_left: Position (0.1192469, 1.00435, 0.3830227), Orientation(0.1084374, 0.0164775, -0.004275685, 0.9939576), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 77,current eyeGaze_left: Position (0.1192907, 1.004139, 0.382826), Orientation(0.1090106, 0.01815035, -0.004294472, 0.9938656), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 90,current eyeGaze_left: Position (0.1192907, 1.004139, 0.382826), Orientation(0.1090106, 0.01815035, -0.004294472, 0.9938656), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 105,current eyeGaze_left: Position (0.1193658, 1.003907, 0.3826546), Orientation(0.1059879, 0.01602725, -0.00467878, 0.9942273), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 118,current eyeGaze_left: Position (0.1193658, 1.003907, 0.3826546), Orientation(0.1059879, 0.01602725, -0.00467878, 0.9942273), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 133,current eyeGaze_left: Position (0.1193658, 1.003907, 0.3826546), Orientation(0.1059879, 0.01602725, -0.00467878, 0.9942273), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 146,current eyeGaze_left: Position (0.1194661, 1.003723, 0.3824954), Orientation(0.07786929, -0.00894063, -0.007743326, 0.9968934), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 160,current eyeGaze_left: Position (0.1194661, 1.003723, 0.3824954), Orientation(0.07786929, -0.00894063, -0.007743326, 0.9968934), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 174,current eyeGaze_left: Position (0.119604, 1.003561, 0.3823482), Orientation(0.07199588, -0.009555239, -0.007988825, 0.9973271), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 187,current eyeGaze_left: Position (0.119604, 1.003561, 0.3823482), Orientation(0.07199588, -0.009555239, -0.007988825, 0.9973271), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 201,current eyeGaze_left: Position (0.1198061, 1.003399, 0.3821473), Orientation(0.06925892, -0.0108669, -0.008283552, 0.9975052), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 215,current eyeGaze_left: Position (0.1198061, 1.003399, 0.3821473), Orientation(0.06925892, -0.0108669, -0.008283552, 0.9975052), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 228,current eyeGaze_left: Position (0.1198061, 1.003399, 0.3821473), Orientation(0.06925892, -0.0108669, -0.008283552, 0.9975052), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 243,current eyeGaze_left: Position (0.1199995, 1.003262, 0.3819255), Orientation(0.06838246, -0.01146612, -0.008439003, 0.9975576), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 256,current eyeGaze_left: Position (0.1199995, 1.003262, 0.3819255), Orientation(0.06838246, -0.01146612, -0.008439003, 0.9975576), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 270,current eyeGaze_left: Position (0.1200887, 1.003188, 0.3817468), Orientation(0.07408466, -0.01234037, -0.008644434, 0.9971383), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 283,current eyeGaze_left: Position (0.1200887, 1.003188, 0.3817468), Orientation(0.07408466, -0.01234037, -0.008644434, 0.9971383), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 298,current eyeGaze_left: Position (0.1200887, 1.003188, 0.3817468), Orientation(0.07408466, -0.01234037, -0.008644434, 0.9971383), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 312,current eyeGaze_left: Position (0.1200971, 1.003131, 0.3816114), Orientation(0.07809121, -0.01245288, -0.008795394, 0.9968296), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 325,current eyeGaze_left: Position (0.1200971, 1.003131, 0.3816114), Orientation(0.07809121, -0.01245288, -0.008795394, 0.9968296), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 340,current eyeGaze_left: Position (0.1200864, 1.003054, 0.3814742), Orientation(0.07750821, -0.01162448, -0.008928685, 0.9968841), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 353,current eyeGaze_left: Position (0.1200864, 1.003054, 0.3814742), Orientation(0.07750821, -0.01162448, -0.008928685, 0.9968841), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 368,current eyeGaze_left: Position (0.1200864, 1.003054, 0.3814742), Orientation(0.07750821, -0.01162448, -0.008928685, 0.9968841), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 381,current eyeGaze_left: Position (0.1201198, 1.002916, 0.3812665), Orientation(0.07588534, -0.01124035, -0.009154305, 0.9970112), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 395,current eyeGaze_left: Position (0.1201198, 1.002916, 0.3812665), Orientation(0.07588534, -0.01124035, -0.009154305, 0.9970112), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 409,current eyeGaze_left: Position (0.1202295, 1.002638, 0.3810408), Orientation(0.07482357, -0.009768409, -0.009118541, 0.9971073), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 422,current eyeGaze_left: Position (0.1202295, 1.002638, 0.3810408), Orientation(0.07482357, -0.009768409, -0.009118541, 0.9971073), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 437,current eyeGaze_left: Position (0.1203808, 1.002326, 0.3808101), Orientation(0.07511651, -0.009296357, -0.009056383, 0.9970903), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 450,current eyeGaze_left: Position (0.1203808, 1.002326, 0.3808101), Orientation(0.07511651, -0.009296357, -0.009056383, 0.9970903), Confidence: 0.5

Timestamp: 11/24/2024 4:13:32 PM, Millisecond: 465,current eyeGaze_left: Position (0.1203808, 1.002326, 0.3808101), Orientation(0.07511651, -0.009296357, -0.009056383, 0.9970903), Confidence: 0.5

