
Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 150,current eyeGaze_left: Position (-0.05315515, 1.04935, 0.07401792), Orientation(0.1324817, -0.03017506, -0.01034102, 0.9906721), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 167,current eyeGaze_left: Position (-0.05300255, 1.049246, 0.07375114), Orientation(0.1341879, -0.03054321, -0.01036295, 0.9904309), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 179,current eyeGaze_left: Position (-0.05300255, 1.049246, 0.07375114), Orientation(0.1341879, -0.03054321, -0.01036295, 0.9904309), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 194,current eyeGaze_left: Position (-0.0528612, 1.049094, 0.07346564), Orientation(0.1364017, -0.03120727, -0.01021369, 0.9901092), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 206,current eyeGaze_left: Position (-0.0528612, 1.049094, 0.07346564), Orientation(0.1364017, -0.03120727, -0.01021369, 0.9901092), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 230,current eyeGaze_left: Position (-0.05282271, 1.048916, 0.07316592), Orientation(0.1407171, -0.0299448, -0.009768246, 0.9895487), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 244,current eyeGaze_left: Position (-0.05282271, 1.048916, 0.07316592), Orientation(0.1407171, -0.0299448, -0.009768246, 0.9895487), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 259,current eyeGaze_left: Position (-0.05273723, 1.048708, 0.0728652), Orientation(0.1397733, -0.03023621, -0.009924887, 0.9896721), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 273,current eyeGaze_left: Position (-0.05273723, 1.048708, 0.0728652), Orientation(0.1397733, -0.03023621, -0.009924887, 0.9896721), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 288,current eyeGaze_left: Position (-0.05273723, 1.048708, 0.0728652), Orientation(0.1397733, -0.03023621, -0.009924887, 0.9896721), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 301,current eyeGaze_left: Position (-0.05265431, 1.048496, 0.07257365), Orientation(0.1385754, -0.03049622, -0.01014109, 0.9898304), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 315,current eyeGaze_left: Position (-0.05265431, 1.048496, 0.07257365), Orientation(0.1385754, -0.03049622, -0.01014109, 0.9898304), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 329,current eyeGaze_left: Position (-0.05247957, 1.04833, 0.07231319), Orientation(0.09969955, -0.04400703, -0.01392884, 0.9939464), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 342,current eyeGaze_left: Position (-0.05247957, 1.04833, 0.07231319), Orientation(0.09969955, -0.04400703, -0.01392884, 0.9939464), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 358,current eyeGaze_left: Position (-0.05247957, 1.04833, 0.07231319), Orientation(0.09969955, -0.04400703, -0.01392884, 0.9939464), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 371,current eyeGaze_left: Position (-0.05237689, 1.048262, 0.07202957), Orientation(0.09900032, -0.05396178, -0.01542064, 0.9935035), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 384,current eyeGaze_left: Position (-0.05237689, 1.048262, 0.07202957), Orientation(0.09900032, -0.05396178, -0.01542064, 0.9935035), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 400,current eyeGaze_left: Position (-0.05229157, 1.048283, 0.07177631), Orientation(0.1430025, -0.05486295, -0.01330622, 0.988111), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 411,current eyeGaze_left: Position (-0.05229157, 1.048283, 0.07177631), Orientation(0.1430025, -0.05486295, -0.01330622, 0.988111), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 426,current eyeGaze_left: Position (-0.05229094, 1.048382, 0.07162637), Orientation(0.1429714, -0.04764023, -0.01230501, 0.9885032), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 440,current eyeGaze_left: Position (-0.05229094, 1.048382, 0.07162637), Orientation(0.1429714, -0.04764023, -0.01230501, 0.9885032), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 455,current eyeGaze_left: Position (-0.05229094, 1.048382, 0.07162637), Orientation(0.1429714, -0.04764023, -0.01230501, 0.9885032), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 468,current eyeGaze_left: Position (-0.0522535, 1.048377, 0.07147229), Orientation(0.1417579, -0.04781227, -0.01234329, 0.988669), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 482,current eyeGaze_left: Position (-0.0522535, 1.048377, 0.07147229), Orientation(0.1417579, -0.04781227, -0.01234329, 0.988669), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 497,current eyeGaze_left: Position (-0.05223256, 1.048362, 0.07135125), Orientation(0.1407583, -0.04983539, -0.0126923, 0.9887075), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 509,current eyeGaze_left: Position (-0.05223256, 1.048362, 0.07135125), Orientation(0.1407583, -0.04983539, -0.0126923, 0.9887075), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 524,current eyeGaze_left: Position (-0.05223256, 1.048362, 0.07135125), Orientation(0.1407583, -0.04983539, -0.0126923, 0.9887075), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 538,current eyeGaze_left: Position (-0.05218605, 1.048239, 0.07131516), Orientation(0.1413319, -0.05391905, -0.0132193, 0.9884045), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 553,current eyeGaze_left: Position (-0.05218605, 1.048239, 0.07131516), Orientation(0.1413319, -0.05391905, -0.0132193, 0.9884045), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 566,current eyeGaze_left: Position (-0.05219535, 1.048167, 0.07128923), Orientation(0.1427118, -0.05415658, -0.0131147, 0.9881947), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 579,current eyeGaze_left: Position (-0.05219535, 1.048167, 0.07128923), Orientation(0.1427118, -0.05415658, -0.0131147, 0.9881947), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 596,current eyeGaze_left: Position (-0.05222862, 1.04813, 0.07129131), Orientation(0.1431302, -0.05419435, -0.01298321, 0.9881337), Confidence: 0.5

Timestamp: 11/24/2024 7:45:34 PM, Millisecond: 608,current eyeGaze_left: Position (-0.05222862, 1.04813, 0.07129131), Orientation(0.1431302, -0.05419435, -0.01298321, 0.9881337), Confidence: 0.5

