Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 462,current eyeGaze_left: Position (0.0164016, 1.082246, 0.09416142), Orientation(0.05223644, -0.01303105, -0.02066392, 0.998336), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 491,current eyeGaze_left: Position (0.01647015, 1.082169, 0.09415828), Orientation(0.05207352, -0.01301247, -0.0205018, 0.9983481), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 502,current eyeGaze_left: Position (0.01647015, 1.082169, 0.09415828), Orientation(0.05207352, -0.01301247, -0.0205018, 0.9983481), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 515,current eyeGaze_left: Position (0.01648738, 1.082134, 0.09413536), Orientation(0.05225434, -0.01279939, -0.02049075, 0.9983415), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 530,current eyeGaze_left: Position (0.01648738, 1.082134, 0.09413536), Orientation(0.05225434, -0.01279939, -0.02049075, 0.9983415), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 544,current eyeGaze_left: Position (0.0164279, 1.082142, 0.09409188), Orientation(0.05243788, -0.0110667, -0.02032164, 0.9983562), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 557,current eyeGaze_left: Position (0.0164279, 1.082142, 0.09409188), Orientation(0.05243788, -0.0110667, -0.02032164, 0.9983562), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 571,current eyeGaze_left: Position (0.01647308, 1.082147, 0.09407524), Orientation(0.05237844, -0.01272101, -0.02075512, 0.9983307), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 585,current eyeGaze_left: Position (0.01647308, 1.082147, 0.09407524), Orientation(0.05237844, -0.01272101, -0.02075512, 0.9983307), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 600,current eyeGaze_left: Position (0.01647308, 1.082147, 0.09407524), Orientation(0.05237844, -0.01272101, -0.02075512, 0.9983307), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 613,current eyeGaze_left: Position (0.01652231, 1.082165, 0.09406444), Orientation(0.05229498, -0.009307274, -0.02049338, 0.9983782), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 627,current eyeGaze_left: Position (0.01652231, 1.082165, 0.09406444), Orientation(0.05229498, -0.009307274, -0.02049338, 0.9983782), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 641,current eyeGaze_left: Position (0.01654533, 1.082168, 0.09408175), Orientation(0.05190948, -0.009660431, -0.02058791, 0.9983928), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 655,current eyeGaze_left: Position (0.01654533, 1.082168, 0.09408175), Orientation(0.05190948, -0.009660431, -0.02058791, 0.9983928), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 670,current eyeGaze_left: Position (0.01651048, 1.08218, 0.09409325), Orientation(0.05160656, -0.009743104, -0.02065733, 0.9984064), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 683,current eyeGaze_left: Position (0.01651048, 1.08218, 0.09409325), Orientation(0.05160656, -0.009743104, -0.02065733, 0.9984064), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 697,current eyeGaze_left: Position (0.01651048, 1.08218, 0.09409325), Orientation(0.05160656, -0.009743104, -0.02065733, 0.9984064), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 711,current eyeGaze_left: Position (0.01636857, 1.082145, 0.09413484), Orientation(0.05151596, -0.01077477, -0.02083962, 0.9983967), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 725,current eyeGaze_left: Position (0.01636857, 1.082145, 0.09413484), Orientation(0.05151596, -0.01077477, -0.02083962, 0.9983967), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 740,current eyeGaze_left: Position (0.01607833, 1.082086, 0.0942059), Orientation(0.05139029, -0.01309804, -0.0210524, 0.9983709), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 753,current eyeGaze_left: Position (0.01607833, 1.082086, 0.0942059), Orientation(0.05139029, -0.01309804, -0.0210524, 0.9983709), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 767,current eyeGaze_left: Position (0.01607833, 1.082086, 0.0942059), Orientation(0.05139029, -0.01309804, -0.0210524, 0.9983709), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 781,current eyeGaze_left: Position (0.01581669, 1.081991, 0.09434859), Orientation(0.05125637, -0.0133697, -0.02084652, 0.9983784), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 795,current eyeGaze_left: Position (0.01581669, 1.081991, 0.09434859), Orientation(0.05125637, -0.0133697, -0.02084652, 0.9983784), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 809,current eyeGaze_left: Position (0.01548954, 1.08189, 0.09455473), Orientation(0.05224556, -0.01519687, -0.0208296, 0.9983014), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 822,current eyeGaze_left: Position (0.01548954, 1.08189, 0.09455473), Orientation(0.05224556, -0.01519687, -0.0208296, 0.9983014), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 837,current eyeGaze_left: Position (0.01511803, 1.081802, 0.09482817), Orientation(0.05352818, -0.01513118, -0.02057236, 0.9982398), Confidence: 0.5

Timestamp: 10/27/2024 1:34:31 PM, Millisecond: 850,current eyeGaze_left: Position (0.01511803, 1.081802, 0.09482817), Orientation(0.05352818, -0.01513118, -0.02057236, 0.9982398), Confidence: 0.5

