
Timestamp: 11/24/2024 8:13:33 PM, Millisecond: 162,current eyeGaze_left: Position (-0.04443578, 1.112471, 0.1911364), Orientation(0.1550754, 0.044186, 0.003916771, 0.9869063), Confidence: 0.5
Timestamp: 11/24/2024 8:13:33 PM, Millisecond: 957,current eyeGaze_left: Position (-0.04345417, 1.111508, 0.189878), Orientation(0.1462338, 0.03199256, 0.004126527, 0.988724), Confidence: 0.5

Timestamp: 11/24/2024 8:13:33 PM, Millisecond: 972,current eyeGaze_left: Position (-0.04345417, 1.111508, 0.189878), Orientation(0.1462338, 0.03199256, 0.004126527, 0.988724), Confidence: 0.5

Timestamp: 11/24/2024 8:13:33 PM, Millisecond: 985,current eyeGaze_left: Position (-0.04355159, 1.111514, 0.1898687), Orientation(0.1517753, 0.03410359, 0.004528402, 0.9878162), Confidence: 0.5

Timestamp: 11/24/2024 8:13:33 PM, Millisecond: 999,current eyeGaze_left: Position (-0.04355159, 1.111514, 0.1898687), Orientation(0.1517753, 0.03410359, 0.004528402, 0.9878162), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 13,current eyeGaze_left: Position (-0.04362375, 1.111493, 0.1898228), Orientation(0.151626, 0.03417676, 0.004715697, 0.9878358), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 26,current eyeGaze_left: Position (-0.04362375, 1.111493, 0.1898228), Orientation(0.151626, 0.03417676, 0.004715697, 0.9878358), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 41,current eyeGaze_left: Position (-0.04367851, 1.111433, 0.1897658), Orientation(0.1517001, 0.03739813, 0.005406628, 0.987704), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 54,current eyeGaze_left: Position (-0.04367851, 1.111433, 0.1897658), Orientation(0.1517001, 0.03739813, 0.005406628, 0.987704), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 69,current eyeGaze_left: Position (-0.04367851, 1.111433, 0.1897658), Orientation(0.1517001, 0.03739813, 0.005406628, 0.987704), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 83,current eyeGaze_left: Position (-0.0437029, 1.111359, 0.1896784), Orientation(0.1514763, 0.03728974, 0.005614484, 0.9877413), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 96,current eyeGaze_left: Position (-0.0437029, 1.111359, 0.1896784), Orientation(0.1514763, 0.03728974, 0.005614484, 0.9877413), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 111,current eyeGaze_left: Position (-0.04372991, 1.111299, 0.1895885), Orientation(0.1486126, 0.03686166, 0.005706987, 0.9881917), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 124,current eyeGaze_left: Position (-0.04372991, 1.111299, 0.1895885), Orientation(0.1486126, 0.03686166, 0.005706987, 0.9881917), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 138,current eyeGaze_left: Position (-0.04372991, 1.111299, 0.1895885), Orientation(0.1486126, 0.03686166, 0.005706987, 0.9881917), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 152,current eyeGaze_left: Position (-0.0437654, 1.111256, 0.1895125), Orientation(0.1483307, 0.03583378, 0.005607481, 0.9882725), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 166,current eyeGaze_left: Position (-0.0437654, 1.111256, 0.1895125), Orientation(0.1483307, 0.03583378, 0.005607481, 0.9882725), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 180,current eyeGaze_left: Position (-0.04382451, 1.111238, 0.1893976), Orientation(0.1516981, 0.03589096, 0.005576001, 0.9877594), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 194,current eyeGaze_left: Position (-0.04382451, 1.111238, 0.1893976), Orientation(0.1516981, 0.03589096, 0.005576001, 0.9877594), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 209,current eyeGaze_left: Position (-0.04382451, 1.111238, 0.1893976), Orientation(0.1516981, 0.03589096, 0.005576001, 0.9877594), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 221,current eyeGaze_left: Position (-0.04387538, 1.111219, 0.1892943), Orientation(0.1526598, 0.03442784, 0.005407664, 0.9876642), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 236,current eyeGaze_left: Position (-0.04387538, 1.111219, 0.1892943), Orientation(0.1526598, 0.03442784, 0.005407664, 0.9876642), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 250,current eyeGaze_left: Position (-0.04386277, 1.111176, 0.1892307), Orientation(0.1524001, 0.03301321, 0.005205422, 0.9877537), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 263,current eyeGaze_left: Position (-0.04386277, 1.111176, 0.1892307), Orientation(0.1524001, 0.03301321, 0.005205422, 0.9877537), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 278,current eyeGaze_left: Position (-0.04380739, 1.111104, 0.1891731), Orientation(0.153902, 0.03252009, 0.005049882, 0.987538), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 291,current eyeGaze_left: Position (-0.04380739, 1.111104, 0.1891731), Orientation(0.153902, 0.03252009, 0.005049882, 0.987538), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 306,current eyeGaze_left: Position (-0.04380739, 1.111104, 0.1891731), Orientation(0.153902, 0.03252009, 0.005049882, 0.987538), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 319,current eyeGaze_left: Position (-0.04369682, 1.111026, 0.189132), Orientation(0.1512963, 0.03232448, 0.005023756, 0.987947), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 333,current eyeGaze_left: Position (-0.04369682, 1.111026, 0.189132), Orientation(0.1512963, 0.03232448, 0.005023756, 0.987947), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 348,current eyeGaze_left: Position (-0.04355634, 1.111013, 0.1891223), Orientation(0.1511443, 0.03086696, 0.004794986, 0.988018), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 360,current eyeGaze_left: Position (-0.04355634, 1.111013, 0.1891223), Orientation(0.1511443, 0.03086696, 0.004794986, 0.988018), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 375,current eyeGaze_left: Position (-0.04355634, 1.111013, 0.1891223), Orientation(0.1511443, 0.03086696, 0.004794986, 0.988018), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 389,current eyeGaze_left: Position (-0.04343878, 1.111047, 0.1891578), Orientation(0.1496479, 0.02847405, 0.004627063, 0.9883186), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 403,current eyeGaze_left: Position (-0.04343878, 1.111047, 0.1891578), Orientation(0.1496479, 0.02847405, 0.004627063, 0.9883186), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 417,current eyeGaze_left: Position (-0.04336874, 1.111103, 0.189231), Orientation(0.14418, 0.007029823, 0.002128761, 0.9895243), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 431,current eyeGaze_left: Position (-0.04336874, 1.111103, 0.189231), Orientation(0.14418, 0.007029823, 0.002128761, 0.9895243), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 445,current eyeGaze_left: Position (-0.04334193, 1.111144, 0.1893225), Orientation(0.1439618, 0.00697632, 0.002330291, 0.989556), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 458,current eyeGaze_left: Position (-0.04334193, 1.111144, 0.1893225), Orientation(0.1439618, 0.00697632, 0.002330291, 0.989556), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 473,current eyeGaze_left: Position (-0.04334193, 1.111144, 0.1893225), Orientation(0.1439618, 0.00697632, 0.002330291, 0.989556), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 487,current eyeGaze_left: Position (-0.04335291, 1.11116, 0.1894496), Orientation(0.144462, 0.007091965, 0.002493196, 0.9894817), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 500,current eyeGaze_left: Position (-0.04335291, 1.11116, 0.1894496), Orientation(0.144462, 0.007091965, 0.002493196, 0.9894817), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 515,current eyeGaze_left: Position (-0.04338561, 1.111163, 0.1895983), Orientation(0.1441562, 0.006394048, 0.002502663, 0.9895312), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 528,current eyeGaze_left: Position (-0.04338561, 1.111163, 0.1895983), Orientation(0.1441562, 0.006394048, 0.002502663, 0.9895312), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 543,current eyeGaze_left: Position (-0.04341654, 1.111168, 0.1897539), Orientation(0.144237, 0.002272876, 0.001968193, 0.9895387), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 555,current eyeGaze_left: Position (-0.04341654, 1.111168, 0.1897539), Orientation(0.144237, 0.002272876, 0.001968193, 0.9895387), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 571,current eyeGaze_left: Position (-0.04341654, 1.111168, 0.1897539), Orientation(0.144237, 0.002272876, 0.001968193, 0.9895387), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 598,current eyeGaze_left: Position (-0.043449, 1.111249, 0.1899038), Orientation(0.1446083, 0.002363893, 0.002029782, 0.9894841), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 611,current eyeGaze_left: Position (-0.04346266, 1.111369, 0.1900372), Orientation(0.1483865, 0.001951388, 0.002084006, 0.9889254), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 624,current eyeGaze_left: Position (-0.04346266, 1.111369, 0.1900372), Orientation(0.1483865, 0.001951388, 0.002084006, 0.9889254), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 639,current eyeGaze_left: Position (-0.04346266, 1.111369, 0.1900372), Orientation(0.1483865, 0.001951388, 0.002084006, 0.9889254), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 666,current eyeGaze_left: Position (-0.04345443, 1.111471, 0.1901551), Orientation(0.1498566, 0.002415224, 0.002174725, 0.9887025), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 681,current eyeGaze_left: Position (-0.04348255, 1.111611, 0.1902575), Orientation(0.159238, 0.05295596, 0.008719599, 0.9857805), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 692,current eyeGaze_left: Position (-0.04348255, 1.111611, 0.1902575), Orientation(0.159238, 0.05295596, 0.008719599, 0.9857805), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 708,current eyeGaze_left: Position (-0.04348255, 1.111611, 0.1902575), Orientation(0.159238, 0.05295596, 0.008719599, 0.9857805), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 720,current eyeGaze_left: Position (-0.04356113, 1.111692, 0.1903572), Orientation(0.1604215, 0.0787562, 0.01206181, 0.9838278), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 736,current eyeGaze_left: Position (-0.04356113, 1.111692, 0.1903572), Orientation(0.1604215, 0.0787562, 0.01206181, 0.9838278), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 748,current eyeGaze_left: Position (-0.0436506, 1.111694, 0.1904355), Orientation(0.1614132, 0.08105765, 0.01242121, 0.9834741), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 762,current eyeGaze_left: Position (-0.0436506, 1.111694, 0.1904355), Orientation(0.1614132, 0.08105765, 0.01242121, 0.9834741), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 778,current eyeGaze_left: Position (-0.04375254, 1.111682, 0.1904632), Orientation(0.1607922, 0.08149144, 0.01268367, 0.9835365), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 790,current eyeGaze_left: Position (-0.04375254, 1.111682, 0.1904632), Orientation(0.1607922, 0.08149144, 0.01268367, 0.9835365), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 805,current eyeGaze_left: Position (-0.04375254, 1.111682, 0.1904632), Orientation(0.1607922, 0.08149144, 0.01268367, 0.9835365), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 818,current eyeGaze_left: Position (-0.04385542, 1.11167, 0.1904479), Orientation(0.1605559, 0.08305616, 0.01314818, 0.9834381), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 833,current eyeGaze_left: Position (-0.04385542, 1.11167, 0.1904479), Orientation(0.1605559, 0.08305616, 0.01314818, 0.9834381), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 847,current eyeGaze_left: Position (-0.04396441, 1.111667, 0.1904197), Orientation(0.1599504, 0.08362693, 0.0135375, 0.9834832), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 860,current eyeGaze_left: Position (-0.04396441, 1.111667, 0.1904197), Orientation(0.1599504, 0.08362693, 0.0135375, 0.9834832), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 875,current eyeGaze_left: Position (-0.04396441, 1.111667, 0.1904197), Orientation(0.1599504, 0.08362693, 0.0135375, 0.9834832), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 888,current eyeGaze_left: Position (-0.04406774, 1.111664, 0.1903543), Orientation(0.1599597, 0.08398931, 0.0137128, 0.9834484), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 903,current eyeGaze_left: Position (-0.04406774, 1.111664, 0.1903543), Orientation(0.1599597, 0.08398931, 0.0137128, 0.9834484), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 916,current eyeGaze_left: Position (-0.04419374, 1.111678, 0.1902681), Orientation(0.1607378, 0.0845054, 0.01357084, 0.9832792), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 931,current eyeGaze_left: Position (-0.04419374, 1.111678, 0.1902681), Orientation(0.1607378, 0.0845054, 0.01357084, 0.9832792), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 945,current eyeGaze_left: Position (-0.04431259, 1.111626, 0.190195), Orientation(0.1629455, 0.08439124, 0.01339425, 0.982928), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 958,current eyeGaze_left: Position (-0.04431259, 1.111626, 0.190195), Orientation(0.1629455, 0.08439124, 0.01339425, 0.982928), Confidence: 0.5

Timestamp: 11/24/2024 8:13:34 PM, Millisecond: 974,current eyeGaze_left: Position (-0.04431259, 1.111626, 0.190195), Orientation(0.1629455, 0.08439124, 0.01339425, 0.982928), Confidence: 0.5

