Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 678,current eyeGaze_left: Position (-0.1486355, 1.100496, 0.227805), Orientation(0.04441782, 0.03912772, -0.01807879, 0.9980827), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 693,current eyeGaze_left: Position (-0.1485256, 1.100513, 0.2276677), Orientation(0.04446247, 0.0419455, -0.01778175, 0.9979717), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 706,current eyeGaze_left: Position (-0.1485256, 1.100513, 0.2276677), Orientation(0.04446247, 0.0419455, -0.01778175, 0.9979717), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 721,current eyeGaze_left: Position (-0.1485256, 1.100513, 0.2276677), Orientation(0.04446247, 0.0419455, -0.01778175, 0.9979717), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 734,current eyeGaze_left: Position (-0.1484368, 1.100528, 0.2275659), Orientation(0.04740585, 0.04509754, -0.01745887, 0.9977043), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 748,current eyeGaze_left: Position (-0.1484368, 1.100528, 0.2275659), Orientation(0.04740585, 0.04509754, -0.01745887, 0.9977043), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 762,current eyeGaze_left: Position (-0.1483338, 1.100544, 0.2274721), Orientation(0.04858892, 0.04181062, -0.01804977, 0.9977801), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 776,current eyeGaze_left: Position (-0.1483338, 1.100544, 0.2274721), Orientation(0.04858892, 0.04181062, -0.01804977, 0.9977801), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 791,current eyeGaze_left: Position (-0.1483338, 1.100544, 0.2274721), Orientation(0.04858892, 0.04181062, -0.01804977, 0.9977801), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 804,current eyeGaze_left: Position (-0.1482124, 1.100415, 0.2273444), Orientation(0.04854753, 0.04152003, -0.0183703, 0.9977885), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 819,current eyeGaze_left: Position (-0.1482124, 1.100415, 0.2273444), Orientation(0.04854753, 0.04152003, -0.0183703, 0.9977885), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 832,current eyeGaze_left: Position (-0.1480779, 1.100383, 0.2272485), Orientation(0.0483566, 0.03919436, -0.01883711, 0.997883), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 845,current eyeGaze_left: Position (-0.1480779, 1.100383, 0.2272485), Orientation(0.0483566, 0.03919436, -0.01883711, 0.997883), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 860,current eyeGaze_left: Position (-0.1479549, 1.100361, 0.2271514), Orientation(0.04444446, 0.04106434, -0.01890456, 0.9979883), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 873,current eyeGaze_left: Position (-0.1479549, 1.100361, 0.2271514), Orientation(0.04444446, 0.04106434, -0.01890456, 0.9979883), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 888,current eyeGaze_left: Position (-0.1479549, 1.100361, 0.2271514), Orientation(0.04444446, 0.04106434, -0.01890456, 0.9979883), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 901,current eyeGaze_left: Position (-0.1478333, 1.100327, 0.2270877), Orientation(0.008869816, 0.03587219, -0.02099795, 0.9990964), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 916,current eyeGaze_left: Position (-0.1478333, 1.100327, 0.2270877), Orientation(0.008869816, 0.03587219, -0.02099795, 0.9990964), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 930,current eyeGaze_left: Position (-0.14777, 1.100301, 0.2269992), Orientation(0.005481705, -0.01347001, -0.02682413, 0.9995344), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 943,current eyeGaze_left: Position (-0.14777, 1.100301, 0.2269992), Orientation(0.005481705, -0.01347001, -0.02682413, 0.9995344), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 958,current eyeGaze_left: Position (-0.147743, 1.100259, 0.2269116), Orientation(-0.01283833, -0.01569673, -0.02778701, 0.9994081), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 971,current eyeGaze_left: Position (-0.147743, 1.100259, 0.2269116), Orientation(-0.01283833, -0.01569673, -0.02778701, 0.9994081), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 986,current eyeGaze_left: Position (-0.147743, 1.100259, 0.2269116), Orientation(-0.01283833, -0.01569673, -0.02778701, 0.9994081), Confidence: 0.5

Timestamp: 10/17/2024 7:12:31 PM, Millisecond: 999,current eyeGaze_left: Position (-0.1477918, 1.100123, 0.226785), Orientation(-0.01348105, -0.01303037, -0.02750069, 0.999446), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 13,current eyeGaze_left: Position (-0.1477918, 1.100123, 0.226785), Orientation(-0.01348105, -0.01303037, -0.02750069, 0.999446), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 27,current eyeGaze_left: Position (-0.1478086, 1.100073, 0.2267068), Orientation(-0.00824564, 0.04513257, -0.0206574, 0.9987333), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 40,current eyeGaze_left: Position (-0.1478086, 1.100073, 0.2267068), Orientation(-0.00824564, 0.04513257, -0.0206574, 0.9987333), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 55,current eyeGaze_left: Position (-0.1478086, 1.100073, 0.2267068), Orientation(-0.00824564, 0.04513257, -0.0206574, 0.9987333), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 67,current eyeGaze_left: Position (-0.1478243, 1.100054, 0.2266178), Orientation(-0.008097977, 0.07710917, -0.01697484, 0.9968453), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 81,current eyeGaze_left: Position (-0.1478243, 1.100054, 0.2266178), Orientation(-0.008097977, 0.07710917, -0.01697484, 0.9968453), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 96,current eyeGaze_left: Position (-0.1478048, 1.100053, 0.2265935), Orientation(-0.005660647, 0.07705913, -0.01683716, 0.9968682), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 109,current eyeGaze_left: Position (-0.1478048, 1.100053, 0.2265935), Orientation(-0.005660647, 0.07705913, -0.01683716, 0.9968682), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 124,current eyeGaze_left: Position (-0.1478048, 1.100053, 0.2265935), Orientation(-0.005660647, 0.07705913, -0.01683716, 0.9968682), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 137,current eyeGaze_left: Position (-0.1478138, 1.100035, 0.2264878), Orientation(-0.005865425, 0.06454941, -0.01818438, 0.9977317), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 153,current eyeGaze_left: Position (-0.1478138, 1.100035, 0.2264878), Orientation(-0.005865425, 0.06454941, -0.01818438, 0.9977317), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 165,current eyeGaze_left: Position (-0.1478363, 1.100051, 0.226367), Orientation(0.02664544, 0.05199188, -0.01841335, 0.9981222), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 179,current eyeGaze_left: Position (-0.1478363, 1.100051, 0.226367), Orientation(0.02664544, 0.05199188, -0.01841335, 0.9981222), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 194,current eyeGaze_left: Position (-0.1478622, 1.100078, 0.2262027), Orientation(0.04026733, 0.05067328, -0.01815774, 0.997738), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 206,current eyeGaze_left: Position (-0.1478622, 1.100078, 0.2262027), Orientation(0.04026733, 0.05067328, -0.01815774, 0.997738), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 221,current eyeGaze_left: Position (-0.1478622, 1.100078, 0.2262027), Orientation(0.04026733, 0.05067328, -0.01815774, 0.997738), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 235,current eyeGaze_left: Position (-0.1479208, 1.100067, 0.226076), Orientation(0.04194397, 0.0504642, -0.01807376, 0.9976811), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 249,current eyeGaze_left: Position (-0.1479208, 1.100067, 0.226076), Orientation(0.04194397, 0.0504642, -0.01807376, 0.9976811), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 263,current eyeGaze_left: Position (-0.1479908, 1.100023, 0.2259463), Orientation(0.04752809, 0.04532737, -0.01842216, 0.9976708), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 276,current eyeGaze_left: Position (-0.1479908, 1.100023, 0.2259463), Orientation(0.04752809, 0.04532737, -0.01842216, 0.9976708), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 291,current eyeGaze_left: Position (-0.148037, 1.099936, 0.2259221), Orientation(0.04707703, 0.04080657, -0.01891335, 0.9978783), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 304,current eyeGaze_left: Position (-0.148037, 1.099936, 0.2259221), Orientation(0.04707703, 0.04080657, -0.01891335, 0.9978783), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 319,current eyeGaze_left: Position (-0.148037, 1.099936, 0.2259221), Orientation(0.04707703, 0.04080657, -0.01891335, 0.9978783), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 332,current eyeGaze_left: Position (-0.1481109, 1.09984, 0.2258467), Orientation(0.04663573, 0.03949734, -0.01899838, 0.99795), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 346,current eyeGaze_left: Position (-0.1481109, 1.09984, 0.2258467), Orientation(0.04663573, 0.03949734, -0.01899838, 0.99795), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 361,current eyeGaze_left: Position (-0.1481964, 1.09977, 0.2257304), Orientation(0.04561116, 0.03950936, -0.01892276, 0.9979983), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 374,current eyeGaze_left: Position (-0.1481964, 1.09977, 0.2257304), Orientation(0.04561116, 0.03950936, -0.01892276, 0.9979983), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 389,current eyeGaze_left: Position (-0.1481964, 1.09977, 0.2257304), Orientation(0.04561116, 0.03950936, -0.01892276, 0.9979983), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 402,current eyeGaze_left: Position (-0.1482463, 1.099672, 0.2255959), Orientation(0.05034363, 0.04057716, -0.01844057, 0.9977369), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 417,current eyeGaze_left: Position (-0.1482463, 1.099672, 0.2255959), Orientation(0.05034363, 0.04057716, -0.01844057, 0.9977369), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 430,current eyeGaze_left: Position (-0.1483186, 1.099676, 0.2255038), Orientation(0.05033959, 0.04191532, -0.01828845, 0.9976847), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 443,current eyeGaze_left: Position (-0.1483186, 1.099676, 0.2255038), Orientation(0.05033959, 0.04191532, -0.01828845, 0.9976847), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 458,current eyeGaze_left: Position (-0.1483812, 1.099699, 0.2254312), Orientation(0.05033809, 0.04197114, -0.01820451, 0.9976839), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 471,current eyeGaze_left: Position (-0.1483812, 1.099699, 0.2254312), Orientation(0.05033809, 0.04197114, -0.01820451, 0.9976839), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 486,current eyeGaze_left: Position (-0.1483812, 1.099699, 0.2254312), Orientation(0.05033809, 0.04197114, -0.01820451, 0.9976839), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 499,current eyeGaze_left: Position (-0.1483887, 1.099758, 0.2254352), Orientation(0.05235593, 0.04243788, -0.01790662, 0.9975656), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 514,current eyeGaze_left: Position (-0.1483887, 1.099758, 0.2254352), Orientation(0.05235593, 0.04243788, -0.01790662, 0.9975656), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 528,current eyeGaze_left: Position (-0.1484121, 1.099807, 0.2254129), Orientation(0.05458825, 0.04508595, -0.01745962, 0.9973378), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 541,current eyeGaze_left: Position (-0.1484121, 1.099807, 0.2254129), Orientation(0.05458825, 0.04508595, -0.01745962, 0.9973378), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 556,current eyeGaze_left: Position (-0.1484252, 1.099843, 0.2253967), Orientation(0.05473169, 0.04515997, -0.01751428, 0.9973255), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 584,current eyeGaze_left: Position (-0.1484252, 1.099843, 0.2253967), Orientation(0.05473169, 0.04515997, -0.01751428, 0.9973255), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 596,current eyeGaze_left: Position (-0.1483781, 1.099846, 0.2253548), Orientation(0.05323453, 0.0434269, -0.01790031, 0.9974768), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 610,current eyeGaze_left: Position (-0.1483781, 1.099846, 0.2253548), Orientation(0.05323453, 0.0434269, -0.01790031, 0.9974768), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 624,current eyeGaze_left: Position (-0.1483781, 1.099846, 0.2253548), Orientation(0.05323453, 0.0434269, -0.01790031, 0.9974768), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 637,current eyeGaze_left: Position (-0.1483479, 1.09984, 0.2253505), Orientation(0.05230257, 0.04331442, -0.01805281, 0.9975281), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 652,current eyeGaze_left: Position (-0.1483479, 1.09984, 0.2253505), Orientation(0.05230257, 0.04331442, -0.01805281, 0.9975281), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 665,current eyeGaze_left: Position (-0.1483123, 1.09983, 0.2253456), Orientation(0.05146764, 0.04556645, -0.01787281, 0.9974745), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 679,current eyeGaze_left: Position (-0.1483123, 1.09983, 0.2253456), Orientation(0.05146764, 0.04556645, -0.01787281, 0.9974745), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 693,current eyeGaze_left: Position (-0.148279, 1.099762, 0.2253321), Orientation(0.04931918, 0.04543948, -0.0179317, 0.9975878), Confidence: 0.5

Timestamp: 10/17/2024 7:12:32 PM, Millisecond: 707,current eyeGaze_left: Position (-0.148279, 1.099762, 0.2253321), Orientation(0.04931918, 0.04543948, -0.0179317, 0.9975878), Confidence: 0.5

