Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 387,current eyeGaze_left: Position (-0.04785119, 0.6412258, 0.007336913), Orientation(0.02932629, -0.01154118, -0.01615117, 0.9993728), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 847,current eyeGaze_left: Position (-0.04575159, 0.6435834, 0.007967805), Orientation(0.007203432, -0.06781605, -0.01963249, 0.9974786), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 857,current eyeGaze_left: Position (-0.04575159, 0.6435834, 0.007967805), Orientation(0.007203432, -0.06781605, -0.01963249, 0.9974786), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 879,current eyeGaze_left: Position (-0.0454523, 0.6436487, 0.008239983), Orientation(0.00760886, -0.0647474, -0.02009504, 0.9976703), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 897,current eyeGaze_left: Position (-0.0454523, 0.6436487, 0.008239983), Orientation(0.00760886, -0.0647474, -0.02009504, 0.9976703), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 917,current eyeGaze_left: Position (-0.04520176, 0.6437293, 0.008521301), Orientation(0.01392539, -0.02330239, -0.01863904, 0.9994578), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 936,current eyeGaze_left: Position (-0.04520176, 0.6437293, 0.008521301), Orientation(0.01392539, -0.02330239, -0.01863904, 0.9994578), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 951,current eyeGaze_left: Position (-0.04507893, 0.643814, 0.008870674), Orientation(0.03755008, -0.0234208, -0.01859809, 0.9988471), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 967,current eyeGaze_left: Position (-0.04507893, 0.643814, 0.008870674), Orientation(0.03755008, -0.0234208, -0.01859809, 0.9988471), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 982,current eyeGaze_left: Position (-0.04491549, 0.6439868, 0.009092822), Orientation(0.051569, -0.02800163, -0.0189637, 0.9980968), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:52 PM, Millisecond: 998,current eyeGaze_left: Position (-0.04491549, 0.6439868, 0.009092822), Orientation(0.051569, -0.02800163, -0.0189637, 0.9980968), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 13,current eyeGaze_left: Position (-0.04476041, 0.6441642, 0.009269347), Orientation(0.05461692, -0.02760711, -0.01910481, 0.9979429), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 28,current eyeGaze_left: Position (-0.04476041, 0.6441642, 0.009269347), Orientation(0.05461692, -0.02760711, -0.01910481, 0.9979429), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 44,current eyeGaze_left: Position (-0.0447102, 0.6443633, 0.009367097), Orientation(0.05567842, -0.02731008, -0.01934523, 0.9978877), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 58,current eyeGaze_left: Position (-0.0447102, 0.6443633, 0.009367097), Orientation(0.05567842, -0.02731008, -0.01934523, 0.9978877), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 74,current eyeGaze_left: Position (-0.0447102, 0.6443633, 0.009367097), Orientation(0.05567842, -0.02731008, -0.01934523, 0.9978877), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 88,current eyeGaze_left: Position (-0.04455556, 0.6446398, 0.00948767), Orientation(0.05571432, -0.02664977, -0.01948228, 0.997901), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 103,current eyeGaze_left: Position (-0.04455556, 0.6446398, 0.00948767), Orientation(0.05571432, -0.02664977, -0.01948228, 0.997901), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 118,current eyeGaze_left: Position (-0.04440708, 0.6449034, 0.009598562), Orientation(0.05671979, -0.02659998, -0.01955475, 0.9978443), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 131,current eyeGaze_left: Position (-0.04440708, 0.6449034, 0.009598562), Orientation(0.05671979, -0.02659998, -0.01955475, 0.9978443), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 146,current eyeGaze_left: Position (-0.04440708, 0.6449034, 0.009598562), Orientation(0.05671979, -0.02659998, -0.01955475, 0.9978443), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 161,current eyeGaze_left: Position (-0.04433265, 0.6451203, 0.009701278), Orientation(0.05740063, -0.02659227, -0.01972829, 0.9978021), Confidence: 0.9980469

Timestamp: 2/3/2025 7:49:53 PM, Millisecond: 175,current eyeGaze_left: Position (-0.04433265, 0.6451203, 0.009701278), Orientation(0.05740063, -0.02659227, -0.01972829, 0.9978021), Confidence: 0.9980469

