Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 762,current eyeGaze_left: Position (0.03807911, 1.037363, 0.05541943), Orientation(0.135303, -0.03727093, -0.04600212, 0.9890338), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 776,current eyeGaze_left: Position (0.03808286, 1.03725, 0.05535288), Orientation(0.1368155, -0.03322875, -0.0454151, 0.9889969), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 788,current eyeGaze_left: Position (0.03808286, 1.03725, 0.05535288), Orientation(0.1368155, -0.03322875, -0.0454151, 0.9889969), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 804,current eyeGaze_left: Position (0.03812771, 1.03724, 0.05525571), Orientation(0.1362747, -0.03300866, -0.04564074, 0.9890685), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 816,current eyeGaze_left: Position (0.03812771, 1.03724, 0.05525571), Orientation(0.1362747, -0.03300866, -0.04564074, 0.9890685), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 830,current eyeGaze_left: Position (0.03812771, 1.03724, 0.05525571), Orientation(0.1362747, -0.03300866, -0.04564074, 0.9890685), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 844,current eyeGaze_left: Position (0.03808774, 1.037133, 0.05510782), Orientation(0.135812, -0.03324845, -0.04578677, 0.9891175), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 858,current eyeGaze_left: Position (0.03808774, 1.037133, 0.05510782), Orientation(0.135812, -0.03324845, -0.04578677, 0.9891175), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 872,current eyeGaze_left: Position (0.03800701, 1.036929, 0.05494965), Orientation(0.1371813, -0.03509481, -0.04595401, 0.9888568), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 886,current eyeGaze_left: Position (0.03800701, 1.036929, 0.05494965), Orientation(0.1371813, -0.03509481, -0.04595401, 0.9888568), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 900,current eyeGaze_left: Position (0.03790099, 1.036561, 0.05477294), Orientation(0.1374034, -0.03474245, -0.04584505, 0.9888436), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 913,current eyeGaze_left: Position (0.03790099, 1.036561, 0.05477294), Orientation(0.1374034, -0.03474245, -0.04584505, 0.9888436), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 928,current eyeGaze_left: Position (0.03790099, 1.036561, 0.05477294), Orientation(0.1374034, -0.03474245, -0.04584505, 0.9888436), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 944,current eyeGaze_left: Position (0.03772508, 1.036248, 0.05455754), Orientation(0.1362446, -0.03411416, -0.04574, 0.9890307), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 955,current eyeGaze_left: Position (0.03772508, 1.036248, 0.05455754), Orientation(0.1362446, -0.03411416, -0.04574, 0.9890307), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 970,current eyeGaze_left: Position (0.03753228, 1.035888, 0.05432603), Orientation(0.1354553, -0.03453101, -0.04576232, 0.9891235), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 983,current eyeGaze_left: Position (0.03753228, 1.035888, 0.05432603), Orientation(0.1354553, -0.03453101, -0.04576232, 0.9891235), Confidence: 0.5

Timestamp: 11/24/2024 2:18:18 PM, Millisecond: 998,current eyeGaze_left: Position (0.03753228, 1.035888, 0.05432603), Orientation(0.1354553, -0.03453101, -0.04576232, 0.9891235), Confidence: 0.5

