Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 235,current eyeGaze_left: Position (-0.1384977, 0.9874176, 0.2691723), Orientation(0.1717139, -0.08582613, 0.02031899, 0.9811907), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 250,current eyeGaze_left: Position (-0.138456, 0.987419, 0.2691187), Orientation(0.171671, -0.08581603, 0.02030445, 0.9811995), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 263,current eyeGaze_left: Position (-0.138456, 0.987419, 0.2691187), Orientation(0.171671, -0.08581603, 0.02030445, 0.9811995), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 278,current eyeGaze_left: Position (-0.1384503, 0.9874171, 0.2691172), Orientation(0.1355805, -0.05619662, 0.02644252, 0.9888178), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 290,current eyeGaze_left: Position (-0.1384503, 0.9874171, 0.2691172), Orientation(0.1355805, -0.05619662, 0.02644252, 0.9888178), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 305,current eyeGaze_left: Position (-0.1384503, 0.9874171, 0.2691172), Orientation(0.1355805, -0.05619662, 0.02644252, 0.9888178), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 320,current eyeGaze_left: Position (-0.1385579, 0.9874189, 0.2691641), Orientation(0.1347831, -0.02544876, 0.03220361, 0.9900247), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 332,current eyeGaze_left: Position (-0.1385579, 0.9874189, 0.2691641), Orientation(0.1347831, -0.02544876, 0.03220361, 0.9900247), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 350,current eyeGaze_left: Position (-0.1386201, 0.9874526, 0.2692095), Orientation(0.1458426, -0.0249391, 0.03207938, 0.988473), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 360,current eyeGaze_left: Position (-0.1386201, 0.9874526, 0.2692095), Orientation(0.1458426, -0.0249391, 0.03207938, 0.988473), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 374,current eyeGaze_left: Position (-0.1386201, 0.9874526, 0.2692095), Orientation(0.1458426, -0.0249391, 0.03207938, 0.988473), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 388,current eyeGaze_left: Position (-0.1385644, 0.9875234, 0.269209), Orientation(0.1557355, -0.02360104, 0.03209902, 0.986995), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 402,current eyeGaze_left: Position (-0.1385644, 0.9875234, 0.269209), Orientation(0.1557355, -0.02360104, 0.03209902, 0.986995), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 417,current eyeGaze_left: Position (-0.13841, 0.9874908, 0.269082), Orientation(0.1564803, -0.02372262, 0.03195762, 0.986879), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 430,current eyeGaze_left: Position (-0.13841, 0.9874908, 0.269082), Orientation(0.1564803, -0.02372262, 0.03195762, 0.986879), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 445,current eyeGaze_left: Position (-0.1383015, 0.9874432, 0.2689574), Orientation(0.1555162, -0.02385141, 0.03187549, 0.9870308), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 457,current eyeGaze_left: Position (-0.1383015, 0.9874432, 0.2689574), Orientation(0.1555162, -0.02385141, 0.03187549, 0.9870308), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 472,current eyeGaze_left: Position (-0.1383015, 0.9874432, 0.2689574), Orientation(0.1555162, -0.02385141, 0.03187549, 0.9870308), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 487,current eyeGaze_left: Position (-0.13828, 0.9874254, 0.2689), Orientation(0.1549847, -0.02484407, 0.03160558, 0.9870987), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 499,current eyeGaze_left: Position (-0.13828, 0.9874254, 0.2689), Orientation(0.1549847, -0.02484407, 0.03160558, 0.9870987), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 514,current eyeGaze_left: Position (-0.1383357, 0.9874484, 0.2689897), Orientation(0.1529679, -0.02401974, 0.03192322, 0.9874233), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 527,current eyeGaze_left: Position (-0.1383357, 0.9874484, 0.2689897), Orientation(0.1529679, -0.02401974, 0.03192322, 0.9874233), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 542,current eyeGaze_left: Position (-0.138401, 0.9874866, 0.2691462), Orientation(0.1531996, -0.02373006, 0.03209199, 0.987389), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 555,current eyeGaze_left: Position (-0.138401, 0.9874866, 0.2691462), Orientation(0.1531996, -0.02373006, 0.03209199, 0.987389), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 569,current eyeGaze_left: Position (-0.138401, 0.9874866, 0.2691462), Orientation(0.1531996, -0.02373006, 0.03209199, 0.987389), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 583,current eyeGaze_left: Position (-0.1384513, 0.9874704, 0.2692627), Orientation(0.1532943, -0.02363303, 0.03202448, 0.9873787), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 597,current eyeGaze_left: Position (-0.1384513, 0.9874704, 0.2692627), Orientation(0.1532943, -0.02363303, 0.03202448, 0.9873787), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 612,current eyeGaze_left: Position (-0.1384445, 0.9873785, 0.2693159), Orientation(0.1529155, -0.0226235, 0.03227763, 0.987453), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 625,current eyeGaze_left: Position (-0.1384445, 0.9873785, 0.2693159), Orientation(0.1529155, -0.0226235, 0.03227763, 0.987453), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 639,current eyeGaze_left: Position (-0.1384445, 0.9873785, 0.2693159), Orientation(0.1529155, -0.0226235, 0.03227763, 0.987453), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 653,current eyeGaze_left: Position (-0.1384311, 0.9873037, 0.2693281), Orientation(0.1517324, -0.02267608, 0.03244393, 0.9876286), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 666,current eyeGaze_left: Position (-0.1384311, 0.9873037, 0.2693281), Orientation(0.1517324, -0.02267608, 0.03244393, 0.9876286), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 682,current eyeGaze_left: Position (-0.1384688, 0.9872926, 0.2693397), Orientation(0.1519371, -0.02208353, 0.0326074, 0.9876052), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 694,current eyeGaze_left: Position (-0.1384688, 0.9872926, 0.2693397), Orientation(0.1519371, -0.02208353, 0.0326074, 0.9876052), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 709,current eyeGaze_left: Position (-0.1384688, 0.9872926, 0.2693397), Orientation(0.1519371, -0.02208353, 0.0326074, 0.9876052), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 722,current eyeGaze_left: Position (-0.1384904, 0.9873337, 0.2693045), Orientation(0.1519764, -0.02253273, 0.03255757, 0.9875907), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 736,current eyeGaze_left: Position (-0.1384904, 0.9873337, 0.2693045), Orientation(0.1519764, -0.02253273, 0.03255757, 0.9875907), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 751,current eyeGaze_left: Position (-0.1385025, 0.9873833, 0.269265), Orientation(0.1519899, -0.02223998, 0.03266675, 0.9875917), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 764,current eyeGaze_left: Position (-0.1385025, 0.9873833, 0.269265), Orientation(0.1519899, -0.02223998, 0.03266675, 0.9875917), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 779,current eyeGaze_left: Position (-0.13853, 0.9874155, 0.2692579), Orientation(0.1535495, -0.02277858, 0.03269621, 0.9873373), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 792,current eyeGaze_left: Position (-0.13853, 0.9874155, 0.2692579), Orientation(0.1535495, -0.02277858, 0.03269621, 0.9873373), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 806,current eyeGaze_left: Position (-0.13853, 0.9874155, 0.2692579), Orientation(0.1535495, -0.02277858, 0.03269621, 0.9873373), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 819,current eyeGaze_left: Position (-0.1385484, 0.9874314, 0.2692721), Orientation(0.1542957, -0.0222799, 0.03284587, 0.9872273), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 834,current eyeGaze_left: Position (-0.1385484, 0.9874314, 0.2692721), Orientation(0.1542957, -0.0222799, 0.03284587, 0.9872273), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 848,current eyeGaze_left: Position (-0.1385602, 0.9874274, 0.2692973), Orientation(0.1542658, -0.02234586, 0.03272775, 0.9872345), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 861,current eyeGaze_left: Position (-0.1385602, 0.9874274, 0.2692973), Orientation(0.1542658, -0.02234586, 0.03272775, 0.9872345), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 877,current eyeGaze_left: Position (-0.1385602, 0.9874274, 0.2692973), Orientation(0.1542658, -0.02234586, 0.03272775, 0.9872345), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 889,current eyeGaze_left: Position (-0.138543, 0.9873945, 0.2693292), Orientation(0.1530053, -0.02247312, 0.03269802, 0.9874286), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 905,current eyeGaze_left: Position (-0.138543, 0.9873945, 0.2693292), Orientation(0.1530053, -0.02247312, 0.03269802, 0.9874286), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 917,current eyeGaze_left: Position (-0.1385275, 0.9873593, 0.2693337), Orientation(0.1519438, -0.02294716, 0.03269759, 0.9875816), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 931,current eyeGaze_left: Position (-0.1385275, 0.9873593, 0.2693337), Orientation(0.1519438, -0.02294716, 0.03269759, 0.9875816), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 945,current eyeGaze_left: Position (-0.1385561, 0.9873485, 0.2693549), Orientation(0.1529007, -0.02293057, 0.03261761, 0.9874369), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 958,current eyeGaze_left: Position (-0.1385561, 0.9873485, 0.2693549), Orientation(0.1529007, -0.02293057, 0.03261761, 0.9874369), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 974,current eyeGaze_left: Position (-0.1385561, 0.9873485, 0.2693549), Orientation(0.1529007, -0.02293057, 0.03261761, 0.9874369), Confidence: 0.5

Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 987,current eyeGaze_left: Position (-0.1386167, 0.9873483, 0.2694022), Orientation(0.153073, -0.02282471, 0.03262284, 0.9874126), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 0,current eyeGaze_left: Position (-0.1386167, 0.9873483, 0.2694022), Orientation(0.153073, -0.02282471, 0.03262284, 0.9874126), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 29,current eyeGaze_left: Position (-0.1386593, 0.9873667, 0.269416), Orientation(0.1533997, -0.0225074, 0.03283204, 0.9873623), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 43,current eyeGaze_left: Position (-0.1386593, 0.9873667, 0.269416), Orientation(0.1533997, -0.0225074, 0.03283204, 0.9873623), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 54,current eyeGaze_left: Position (-0.1386979, 0.9873852, 0.2694204), Orientation(0.1534679, -0.02367183, 0.03277967, 0.9873261), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 69,current eyeGaze_left: Position (-0.1386979, 0.9873852, 0.2694204), Orientation(0.1534679, -0.02367183, 0.03277967, 0.9873261), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 83,current eyeGaze_left: Position (-0.1387297, 0.9873964, 0.2694114), Orientation(0.1534324, -0.02322656, 0.03292341, 0.9873374), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 97,current eyeGaze_left: Position (-0.1387297, 0.9873964, 0.2694114), Orientation(0.1534324, -0.02322656, 0.03292341, 0.9873374), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 113,current eyeGaze_left: Position (-0.1387383, 0.9873798, 0.2693562), Orientation(0.1545181, -0.02317986, 0.03293626, 0.9871688), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 125,current eyeGaze_left: Position (-0.1387383, 0.9873798, 0.2693562), Orientation(0.1545181, -0.02317986, 0.03293626, 0.9871688), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 140,current eyeGaze_left: Position (-0.1387383, 0.9873798, 0.2693562), Orientation(0.1545181, -0.02317986, 0.03293626, 0.9871688), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 153,current eyeGaze_left: Position (-0.1387187, 0.9873845, 0.269318), Orientation(0.1560082, -0.023169, 0.03290591, 0.9869356), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 168,current eyeGaze_left: Position (-0.1387187, 0.9873845, 0.269318), Orientation(0.1560082, -0.023169, 0.03290591, 0.9869356), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 183,current eyeGaze_left: Position (-0.1386878, 0.9874043, 0.2693183), Orientation(0.1560731, -0.02508036, 0.03245865, 0.9868935), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 195,current eyeGaze_left: Position (-0.1386878, 0.9874043, 0.2693183), Orientation(0.1560731, -0.02508036, 0.03245865, 0.9868935), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 211,current eyeGaze_left: Position (-0.138626, 0.9874024, 0.2693032), Orientation(0.1562659, -0.02542244, 0.03232832, 0.9868584), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 223,current eyeGaze_left: Position (-0.138626, 0.9874024, 0.2693032), Orientation(0.1562659, -0.02542244, 0.03232832, 0.9868584), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 239,current eyeGaze_left: Position (-0.138626, 0.9874024, 0.2693032), Orientation(0.1562659, -0.02542244, 0.03232832, 0.9868584), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 251,current eyeGaze_left: Position (-0.1385653, 0.9874091, 0.2692879), Orientation(0.1562158, -0.02551306, 0.03228153, 0.9868656), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 265,current eyeGaze_left: Position (-0.1385653, 0.9874091, 0.2692879), Orientation(0.1562158, -0.02551306, 0.03228153, 0.9868656), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 280,current eyeGaze_left: Position (-0.1385349, 0.9874479, 0.2692916), Orientation(0.1553105, -0.02618925, 0.03210014, 0.9869966), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 293,current eyeGaze_left: Position (-0.1385349, 0.9874479, 0.2692916), Orientation(0.1553105, -0.02618925, 0.03210014, 0.9869966), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 308,current eyeGaze_left: Position (-0.1385349, 0.9874479, 0.2692916), Orientation(0.1553105, -0.02618925, 0.03210014, 0.9869966), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 321,current eyeGaze_left: Position (-0.1384865, 0.9874485, 0.2692096), Orientation(0.1545689, -0.02694836, 0.03195195, 0.9870975), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 337,current eyeGaze_left: Position (-0.1384865, 0.9874485, 0.2692096), Orientation(0.1545689, -0.02694836, 0.03195195, 0.9870975), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 350,current eyeGaze_left: Position (-0.1384261, 0.9874219, 0.2691308), Orientation(0.1545278, -0.03020247, 0.0312598, 0.9870318), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 363,current eyeGaze_left: Position (-0.1384261, 0.9874219, 0.2691308), Orientation(0.1545278, -0.03020247, 0.0312598, 0.9870318), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 378,current eyeGaze_left: Position (-0.1383754, 0.9874431, 0.2691211), Orientation(0.1506896, -0.06469264, 0.02466618, 0.9861538), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 391,current eyeGaze_left: Position (-0.1383754, 0.9874431, 0.2691211), Orientation(0.1506896, -0.06469264, 0.02466618, 0.9861538), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 406,current eyeGaze_left: Position (-0.1383754, 0.9874431, 0.2691211), Orientation(0.1506896, -0.06469264, 0.02466618, 0.9861538), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 418,current eyeGaze_left: Position (-0.1382759, 0.9874966, 0.2691275), Orientation(0.1332783, -0.1623036, 0.006367436, 0.9776778), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 432,current eyeGaze_left: Position (-0.1382759, 0.9874966, 0.2691275), Orientation(0.1332783, -0.1623036, 0.006367436, 0.9776778), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 448,current eyeGaze_left: Position (-0.1381824, 0.9874921, 0.2691681), Orientation(0.1332621, -0.1650496, 0.005740661, 0.9772241), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 460,current eyeGaze_left: Position (-0.1381824, 0.9874921, 0.2691681), Orientation(0.1332621, -0.1650496, 0.005740661, 0.9772241), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 476,current eyeGaze_left: Position (-0.1381092, 0.9874549, 0.2692118), Orientation(0.131372, -0.1655971, 0.005465768, 0.977389), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 488,current eyeGaze_left: Position (-0.1381092, 0.9874549, 0.2692118), Orientation(0.131372, -0.1655971, 0.005465768, 0.977389), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 503,current eyeGaze_left: Position (-0.1381092, 0.9874549, 0.2692118), Orientation(0.131372, -0.1655971, 0.005465768, 0.977389), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 516,current eyeGaze_left: Position (-0.1380529, 0.9874036, 0.2691991), Orientation(0.1320048, -0.1657112, 0.00539365, 0.9772848), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 529,current eyeGaze_left: Position (-0.1380529, 0.9874036, 0.2691991), Orientation(0.1320048, -0.1657112, 0.00539365, 0.9772848), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 558,current eyeGaze_left: Position (-0.1380044, 0.9873481, 0.2691567), Orientation(0.131868, -0.1667017, 0.005197067, 0.9771358), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 571,current eyeGaze_left: Position (-0.1380044, 0.9873481, 0.2691567), Orientation(0.131868, -0.1667017, 0.005197067, 0.9771358), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 584,current eyeGaze_left: Position (-0.1379616, 0.9873669, 0.26911), Orientation(0.1318082, -0.1669474, 0.005048245, 0.9771028), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 597,current eyeGaze_left: Position (-0.1379616, 0.9873669, 0.26911), Orientation(0.1318082, -0.1669474, 0.005048245, 0.9771028), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 613,current eyeGaze_left: Position (-0.1379263, 0.9874262, 0.2690618), Orientation(0.1294286, -0.1670763, 0.004950594, 0.9773992), Confidence: 0.5

