Timestamp: 11/2/2024 7:40:29 PM, Millisecond: 235,current eyeGaze_left: Position (-0.1384977, 0.9874176, 0.2691723), Orientation(0.1717139, -0.08582613, 0.02031899, 0.9811907), Confidence: 0.5
Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 626,current eyeGaze_left: Position (-0.1379263, 0.9874262, 0.2690618), Orientation(0.1294286, -0.1670763, 0.004950594, 0.9773992), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 642,current eyeGaze_left: Position (-0.1379263, 0.9874262, 0.2690618), Orientation(0.1294286, -0.1670763, 0.004950594, 0.9773992), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 655,current eyeGaze_left: Position (-0.1379073, 0.9874382, 0.26902), Orientation(0.1293987, -0.1683587, 0.004641, 0.9771847), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 670,current eyeGaze_left: Position (-0.1379073, 0.9874382, 0.26902), Orientation(0.1293987, -0.1683587, 0.004641, 0.9771847), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 683,current eyeGaze_left: Position (-0.1379011, 0.9874414, 0.2689979), Orientation(0.1312349, -0.1683681, 0.00463903, 0.9769382), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 696,current eyeGaze_left: Position (-0.1379011, 0.9874414, 0.2689979), Orientation(0.1312349, -0.1683681, 0.00463903, 0.9769382), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 711,current eyeGaze_left: Position (-0.1379371, 0.9874504, 0.2689778), Orientation(0.1312662, -0.1644273, 0.005407305, 0.9776011), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 725,current eyeGaze_left: Position (-0.1379371, 0.9874504, 0.2689778), Orientation(0.1312662, -0.1644273, 0.005407305, 0.9776011), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 740,current eyeGaze_left: Position (-0.1379371, 0.9874504, 0.2689778), Orientation(0.1312662, -0.1644273, 0.005407305, 0.9776011), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 753,current eyeGaze_left: Position (-0.1379891, 0.9874107, 0.2689803), Orientation(0.1312294, -0.1641535, 0.00540095, 0.977652), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 767,current eyeGaze_left: Position (-0.1379891, 0.9874107, 0.2689803), Orientation(0.1312294, -0.1641535, 0.00540095, 0.977652), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 781,current eyeGaze_left: Position (-0.1380085, 0.9873191, 0.269001), Orientation(0.1321073, -0.1635588, 0.005491961, 0.9776329), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 795,current eyeGaze_left: Position (-0.1380085, 0.9873191, 0.269001), Orientation(0.1321073, -0.1635588, 0.005491961, 0.9776329), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 809,current eyeGaze_left: Position (-0.1380085, 0.9873191, 0.269001), Orientation(0.1321073, -0.1635588, 0.005491961, 0.9776329), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 823,current eyeGaze_left: Position (-0.1380143, 0.9872617, 0.2690002), Orientation(0.1319788, -0.1605374, 0.006134901, 0.9781471), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 838,current eyeGaze_left: Position (-0.1380143, 0.9872617, 0.2690002), Orientation(0.1319788, -0.1605374, 0.006134901, 0.9781471), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 851,current eyeGaze_left: Position (-0.1380356, 0.9872427, 0.2689996), Orientation(0.1318331, -0.1594164, 0.006393746, 0.9783485), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 865,current eyeGaze_left: Position (-0.1380356, 0.9872427, 0.2689996), Orientation(0.1318331, -0.1594164, 0.006393746, 0.9783485), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 879,current eyeGaze_left: Position (-0.138071, 0.9872271, 0.2690105), Orientation(0.1308754, -0.1563196, 0.006991101, 0.9789725), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 893,current eyeGaze_left: Position (-0.138071, 0.9872271, 0.2690105), Orientation(0.1308754, -0.1563196, 0.006991101, 0.9789725), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 907,current eyeGaze_left: Position (-0.1380843, 0.9872779, 0.2689897), Orientation(0.130943, -0.1525718, 0.007755708, 0.9795487), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 920,current eyeGaze_left: Position (-0.1380843, 0.9872779, 0.2689897), Orientation(0.130943, -0.1525718, 0.007755708, 0.9795487), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 935,current eyeGaze_left: Position (-0.1380843, 0.9872779, 0.2689897), Orientation(0.130943, -0.1525718, 0.007755708, 0.9795487), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 949,current eyeGaze_left: Position (-0.1380838, 0.9873214, 0.2689575), Orientation(0.1328497, -0.1513288, 0.008041797, 0.9794825), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 963,current eyeGaze_left: Position (-0.1380838, 0.9873214, 0.2689575), Orientation(0.1328497, -0.1513288, 0.008041797, 0.9794825), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 977,current eyeGaze_left: Position (-0.1380845, 0.9873152, 0.2689357), Orientation(0.1340436, -0.1490567, 0.00849467, 0.9796644), Confidence: 0.5

Timestamp: 11/2/2024 7:40:30 PM, Millisecond: 991,current eyeGaze_left: Position (-0.1380845, 0.9873152, 0.2689357), Orientation(0.1340436, -0.1490567, 0.00849467, 0.9796644), Confidence: 0.5

Timestamp: 11/2/2024 7:40:31 PM, Millisecond: 5,current eyeGaze_left: Position (-0.1380845, 0.9873152, 0.2689357), Orientation(0.1340436, -0.1490567, 0.00849467, 0.9796644), Confidence: 0.5

Timestamp: 11/2/2024 7:40:31 PM, Millisecond: 19,current eyeGaze_left: Position (-0.1381321, 0.9872929, 0.2689564), Orientation(0.1357332, -0.09813603, 0.01808895, 0.9857073), Confidence: 0.5

Timestamp: 11/2/2024 7:40:31 PM, Millisecond: 33,current eyeGaze_left: Position (-0.1381321, 0.9872929, 0.2689564), Orientation(0.1357332, -0.09813603, 0.01808895, 0.9857073), Confidence: 0.5

